train/value_loss,eval/success_rate,train/entropy_loss,train/learning_rate,eval/mean_reward,train/clip_range,time/total_timesteps,train/policy_gradient_loss,eval/mean_ep_length,train/std,train/n_updates,train/loss,train/approx_kl,train/clip_fraction,train/explained_variance
2.836701361835003,0.0,-2.801672528684139,0.00048033920000000005,-44.6049078501761,0.2,1999872,-0.001000853352525155,200.0,0.98066645860672,150,1.3333157300949097,0.0036620048,0.02964019775390625,0.9182872697710991
2.7638110145926476,0.0,-2.691189804673195,0.0004606784,-47.96601400002837,0.2,3999744,-0.0010698722697270568,200.0,0.9292603135108948,300,1.2887440919876099,0.0056321523,0.0540496826171875,0.9282748848199844
3.996519438177347,0.1,-2.574533587694168,0.0004410176,-40.637469231337306,0.2,5999616,-0.0011175161216669949,181.55,0.8753610849380493,450,2.0389485359191895,0.0045640673,0.05376739501953125,0.9149762839078903
5.052519096434116,0.3,-2.4461124397814276,0.00042004608,-28.25091454721987,0.2,7999488,-0.001267921584440046,149.35,0.8217320442199707,610,2.2055883407592773,0.0048506055,0.057184600830078126,0.9151923134922981
5.4882977336645125,0.6,-2.354957363009453,0.00040038528000000003,-19.806260341778398,0.2,9999360,-0.0012043475082464284,102.6,0.7842701077461243,760,2.7543253898620605,0.0060868124,0.0674530029296875,0.9132689759135246
5.370796363055706,0.5,-2.2149985879659653,0.00038072448,-19.875280272960662,0.2,11999232,-0.000715777412369789,114.0,0.7312150001525879,910,2.6873574256896973,0.007909338,0.07505645751953124,0.9238014221191406
1892.6316027492285,0.55,-2.5060330137610434,0.00036106368,-22.67910995744169,0.2,13999104,0.001979012971423799,115.1,0.855564534664154,1060,1008.2154541015625,0.015873179,0.13104705810546874,0.1586506962776184
