#{"t_start": 1778462407.4978917, "env_id": "MujocoUR3PushSimpleEnv"}
r,l,t,is_success
-11.454218,50,4.607844,False
-5.593637,50,5.403886,False
-11.336112,50,6.200666,False
-3.585967,50,7.005912,False
-7.459024,50,7.810258,False
-9.819589,50,8.595973,False
-8.987535,50,9.384098,False
-3.504664,50,10.186453,False
-5.032218,50,10.979546,False
-0.745251,50,11.783017,False
-7.025251,50,12.568204,False
-6.336159,50,13.362519,False
-13.700362,50,14.154482,False
-6.785302,50,14.950239,False
-5.19794,50,15.749612,False
-1.691171,50,16.547682,False
-15.59401,50,17.345621,False
-13.167493,50,18.141685,False
-5.450885,50,18.936256,False
-10.46553,50,19.731884,False
-7.472025,50,20.533147,False
-7.408592,50,21.332558,False
-6.623941,50,22.16619,False
-10.407311,50,22.9668,False
-13.494385,50,23.769794,False
-5.6341,50,24.580602,False
-1.399723,50,25.393034,False
-1.414971,50,26.191777,False
-6.777467,50,26.989519,False
-0.702257,50,27.795314,False
-10.209013,50,28.597451,False
-12.800168,50,29.400012,False
-8.828176,50,30.215732,False
-5.811265,50,31.01092,False
-5.893071,50,31.817325,False
-14.442502,50,32.626251,False
-3.662128,50,33.432791,False
-12.906543,50,34.26072,False
-7.923143,50,35.071882,False
-12.114867,50,35.899635,False
-3.258403,50,47.984949,False
-2.934636,50,48.832707,False
-6.215748,50,49.679409,False
-3.811988,50,50.488469,False
-5.988028,50,51.272218,False
-6.781353,50,52.069856,False
-6.125407,50,52.876844,False
-11.940389,50,53.696098,False
-6.920681,50,54.512334,False
-10.148125,50,55.316871,False
-11.799002,50,56.115465,False
-15.157915,50,56.931867,False
-14.275778,50,57.74567,False
-11.786986,50,58.553761,False
-10.308029,50,59.387985,False
-9.806597,50,60.208233,False
-10.130351,50,61.025371,False
-5.773249,50,61.84515,False
-2.780762,50,62.692569,False
-8.486729,50,63.513196,False
-3.906807,50,64.317704,False
-10.943615,50,65.114404,False
-7.096715,50,65.910264,False
-10.555659,50,66.702028,False
-14.581753,50,67.504004,False
-5.244974,50,68.309264,False
-12.844939,50,69.111373,False
-13.353983,50,69.912308,False
-6.660646,50,70.712377,False
-7.828817,50,71.506535,False
-12.588674,50,72.31474,False
-9.037285,50,73.121473,False
-10.119813,50,73.91925,False
-6.565236,50,74.71254,False
-1.25187,50,75.510926,False
-11.621733,50,76.315931,False
-10.134709,50,77.105404,False
-2.361952,50,77.900811,False
-7.796606,50,78.695867,False
-11.66136,50,79.485658,False
-1.682517,50,80.2808,False
-7.021625,50,91.665902,False
-8.521666,50,92.457609,False
-7.267273,50,93.250241,False
-6.919329,50,94.059509,False
-14.363257,50,94.868587,False
-13.082783,50,95.668383,False
-6.171545,50,96.468931,False
-8.88987,50,97.270729,False
-10.451756,50,98.061574,False
-3.118594,50,98.867999,False
-2.984576,50,99.658727,False
-2.105214,50,100.460138,False
-7.89776,50,101.257174,False
-3.669877,50,102.054476,False
-7.874441,50,102.8562,False
-2.618024,50,103.647937,False
-14.347153,50,104.445032,False
-6.036068,50,105.247267,False
-5.241068,50,106.043392,False
-6.442853,50,106.849364,False
-7.888304,50,107.6453,False
-4.822889,50,108.461195,False
-4.613693,50,109.254167,False
-2.17802,50,110.05044,False
-7.199921,50,110.85067,False
-5.784874,50,111.654524,False
-9.602176,50,112.463617,False
-9.225761,50,113.307535,False
-6.932559,50,114.136207,False
-6.372034,50,114.970854,False
-8.093808,50,115.803659,False
-9.363474,50,116.651028,False
-6.509896,50,117.513,False
-3.659093,50,118.339308,False
-17.599889,50,119.174295,False
-11.492795,50,119.998449,False
-3.704297,50,120.848777,False
-9.319933,50,121.718737,False
-11.24138,50,122.5961,False
-0.107973,50,123.431551,True
-10.391724,50,124.268236,False
-8.800294,50,136.330407,False
-7.255362,50,137.167313,False
-9.802037,50,137.99766,False
-6.828964,50,138.830151,False
-6.167554,50,139.672593,False
-7.010392,50,140.508596,False
-6.315142,50,141.320893,False
-5.763492,50,142.16845,False
-6.222431,50,142.999516,False
-10.319089,50,143.836782,False
-5.721301,50,144.670791,False
-3.744466,50,145.504825,False
-9.785276,50,146.329564,False
-12.780416,50,147.179945,False
-13.776047,50,148.003182,False
-10.562526,50,148.841902,False
-9.542526,50,149.682285,False
-5.755178,50,150.513399,False
-7.471296,50,151.34087,False
-11.50242,50,152.182771,False
-9.1727,50,153.003719,False
-7.311444,50,153.83748,False
-5.554711,50,154.664079,False
-4.88791,50,155.50234,False
-9.2394,50,156.340908,False
-2.990972,50,157.168116,False
-7.460879,50,158.00837,False
-3.825773,50,158.843301,False
-10.471031,50,159.681714,False
-2.932838,50,160.507999,False
-2.61844,50,161.338952,False
-10.688247,50,162.17295,False
-9.674489,50,163.004472,False
-6.580818,50,163.836356,False
-5.906391,50,164.659716,False
-6.977154,50,165.488943,False
-1.502149,50,166.325514,False
-5.976073,50,167.18016,False
-1.363557,50,168.006993,False
-2.107025,50,168.832473,False
-10.281152,50,169.641809,False
-9.080513,50,181.224459,False
-4.023339,50,182.031307,False
-12.703335,50,182.837038,False
-7.825195,50,183.649636,False
-2.208632,50,184.448603,False
-11.838696,50,185.281092,False
-4.826698,50,186.085094,False
-6.985228,50,186.893843,False
-4.240548,50,187.688562,False
-4.304479,50,188.480525,False
-6.7996,50,189.28278,False
-7.926314,50,190.085417,False
-2.03169,50,190.891687,False
-8.001386,50,191.69627,False
-12.60533,50,192.500719,False
-5.438331,50,193.318234,False
-1.196872,50,194.148952,False
-9.113102,50,194.958797,False
-4.412226,50,195.768519,False
-3.646356,50,196.558183,False
-2.474804,50,197.357762,False
-13.887292,50,198.157612,False
-13.241765,50,198.984219,False
-10.408288,50,199.785513,False
-1.274715,50,200.575718,False
-3.119735,50,201.370907,False
-5.068128,50,202.177814,False
-10.096147,50,203.020889,False
-9.785673,50,203.8281,False
-3.848591,50,204.65208,False
-5.883977,50,205.475023,False
-9.447922,50,206.270451,False
-8.540852,50,207.075054,False
-3.297438,50,207.871661,False
-9.310418,50,208.675039,False
-7.081677,50,209.473812,False
-4.212068,50,210.279835,False
-4.747664,50,211.080329,False
-9.235682,50,211.889239,False
-2.875907,50,212.690452,False
-4.168889,50,213.494175,False
-9.31514,50,224.916456,False
-7.874874,50,225.710335,False
-4.643987,50,226.499752,False
-11.403067,50,227.298212,False
-7.033229,50,228.098865,False
-10.357552,50,228.905838,False
-3.83418,50,229.701299,False
-1.509661,50,230.500543,False
-6.202868,50,231.30419,False
-6.855951,50,232.103132,False
-5.889717,50,232.912977,False
-5.477638,50,233.722877,False
-5.912168,50,234.546291,False
-4.828946,50,235.358872,False
-9.10537,50,236.168399,False
