#{"t_start": 1778462407.5504396, "env_id": "MujocoUR3PushSimpleEnv"}
r,l,t,is_success
-11.716147,50,4.555296,False
-4.250934,50,5.350339,False
-13.274101,50,6.147113,False
-10.682344,50,6.953844,False
-12.709117,50,7.755712,False
-8.346412,50,8.544925,False
-8.26973,50,9.33255,False
-7.865623,50,10.132404,False
-10.896318,50,10.925972,False
-6.208911,50,11.728966,False
-5.048936,50,12.515154,False
-7.540019,50,13.310449,False
-9.661501,50,14.101432,False
-4.195807,50,14.900195,False
-2.159782,50,15.69957,False
-14.148164,50,16.495635,False
-7.54505,50,17.295079,False
-8.403561,50,18.087636,False
-11.917329,50,18.885709,False
-4.754934,50,19.680835,False
-4.709271,50,20.4821,False
-2.891997,50,21.279004,False
-10.969777,50,22.112131,False
-4.664819,50,22.914252,False
-3.794088,50,23.71574,False
-4.430177,50,24.528054,False
-10.15208,50,25.344042,False
-9.725009,50,26.139229,False
-4.392628,50,26.93847,False
-2.54307,50,27.744265,False
-7.162916,50,28.546904,False
-1.659954,50,29.348467,False
-0.530233,50,30.162181,False
-4.873969,50,30.961383,False
-14.191421,50,31.767267,False
-1.71677,50,32.573203,False
-11.276355,50,33.379241,False
-4.242172,50,34.209171,False
-13.814101,50,35.019335,False
-4.199554,50,35.84909,False
-8.119417,50,47.9314,False
-12.409315,50,48.780653,False
-14.87119,50,49.624857,False
-5.588061,50,50.435427,False
-4.144695,50,51.220172,False
-2.068194,50,52.018808,False
-7.134568,50,52.825294,False
-5.943745,50,53.64355,False
-5.776476,50,54.458286,False
-7.315737,50,55.267828,False
-7.381922,50,56.065895,False
-8.80328,50,56.87781,False
-9.850006,50,57.694124,False
-4.555053,50,58.501713,False
-8.472909,50,59.332439,False
-6.627586,50,60.154185,False
-7.877448,50,60.973503,False
-5.281306,50,61.794102,False
-8.427204,50,62.639104,False
-1.29672,50,63.460136,False
-14.738578,50,64.264153,False
-11.376106,50,65.062861,False
-6.291124,50,65.856706,False
-10.828311,50,66.649984,False
-3.517478,50,67.451959,False
-9.877922,50,68.256716,False
-9.952878,50,69.059826,False
-5.355507,50,69.857756,False
-7.022353,50,70.66083,False
-13.876232,50,71.454489,False
-12.451658,50,72.262192,False
-6.132983,50,73.068925,False
-12.451183,50,73.865702,False
-14.011195,50,74.659492,False
-7.098044,50,75.45788,False
-1.875446,50,76.264881,False
-3.023291,50,77.053856,False
-11.181421,50,77.85277,False
-12.656422,50,78.644885,False
-3.513278,50,79.435111,False
-9.454857,50,80.229261,False
-9.345094,50,91.611842,False
-4.454246,50,92.403574,False
-7.65566,50,93.197693,False
-5.602907,50,94.007961,False
-11.58069,50,94.816534,False
-14.035772,50,95.614335,False
-1.738233,50,96.41934,False
-3.225429,50,97.217673,False
-1.205269,50,98.008023,False
-10.794969,50,98.81595,False
-7.578765,50,99.607179,False
-2.992283,50,100.40709,False
-4.365274,50,101.203126,False
-6.984585,50,102.001428,False
-8.540311,50,102.803153,False
-4.183661,50,103.59439,False
-13.413276,50,104.393987,False
-3.944753,50,105.195217,False
-12.63287,50,105.990844,False
-10.40667,50,106.800322,False
-7.526923,50,107.592253,False
-12.333384,50,108.410155,False
-9.960655,50,109.20262,False
-5.259769,50,109.999891,False
-7.855899,50,110.796614,False
-2.005853,50,111.600973,False
-3.183587,50,112.411069,False
-2.786706,50,113.253986,False
-12.173401,50,114.082658,False
-3.507639,50,114.918809,False
-7.515679,50,115.749609,False
-6.090914,50,116.596982,False
-8.175946,50,117.458954,False
-3.845897,50,118.287756,False
-2.932034,50,119.120248,False
-9.164003,50,119.946394,False
-3.209287,50,120.796733,False
-5.600542,50,121.666689,False
-7.351725,50,122.54456,False
-3.804906,50,123.377493,False
-9.71375,50,124.21419,False
-3.407709,50,136.277859,False
-12.242266,50,137.11728,False
-8.644247,50,137.946113,False
-6.214886,50,138.776086,False
-10.636658,50,139.621044,False
-4.250764,50,140.455549,False
-6.280523,50,141.266344,False
-7.014754,50,142.117901,False
-11.525152,50,142.94948,False
-2.746443,50,143.785232,False
-4.224433,50,144.616242,False
-11.91797,50,145.451595,False
-4.638844,50,146.276006,False
-6.455707,50,147.125376,False
-8.313999,50,147.951144,False
-13.658509,50,148.794182,False
-3.11711,50,149.629737,False
-6.288396,50,150.464373,False
-9.54337,50,151.288822,False
-5.770235,50,152.129224,False
-12.288837,50,152.949662,False
-8.819821,50,153.782932,False
-6.858134,50,154.609528,False
-11.469169,50,155.451293,False
-9.893799,50,156.288876,False
-7.467121,50,157.115568,False
-4.526037,50,157.956824,False
-6.525557,50,158.791773,False
-1.506987,50,159.628661,False
-8.64697,50,160.454952,False
-3.863473,50,161.283907,False
-8.853595,50,162.118898,False
-8.909794,50,162.952425,False
-3.615059,50,163.785318,False
-6.263029,50,164.608168,False
-7.674729,50,165.436894,False
-4.14698,50,166.270468,False
-11.601417,50,167.128111,False
-3.3346,50,167.953944,False
-12.655889,50,168.777412,False
-11.413408,50,169.589773,False
-7.64414,50,181.171911,False
-13.127408,50,181.979765,False
-0.924968,50,182.78599,False
-1.977013,50,183.596588,False
-5.89072,50,184.396554,False
-11.647646,50,185.22754,False
-7.902284,50,186.033045,False
-3.165229,50,186.842296,False
-7.124082,50,187.635516,False
-5.365275,50,188.42898,False
-12.074034,50,189.228234,False
-11.074862,50,190.033869,False
-2.34602,50,190.840642,False
-3.911738,50,191.643223,False
-8.999836,50,192.451676,False
-4.785032,50,193.268187,False
-5.0075,50,194.098047,False
-11.545126,50,194.90574,False
-7.714744,50,195.714971,False
-3.187303,50,196.507143,False
