#{"t_start": 1778462407.606693, "env_id": "MujocoUR3PushSimpleEnv"}
r,l,t,is_success
-9.692729,50,4.499043,False
-8.552775,50,5.295586,False
-7.75373,50,6.091865,False
-5.369063,50,6.897591,False
-10.391504,50,7.700958,False
-6.89414,50,8.488672,False
-2.569698,50,9.276798,False
-1.443793,50,10.077651,False
-8.651364,50,10.870745,False
-1.390703,50,11.674216,False
-5.26904,50,12.459403,False
-4.592741,50,13.252195,False
-3.572931,50,14.045681,False
-4.852059,50,14.843941,False
-14.827637,50,15.64131,False
-6.403034,50,16.439381,False
-5.163028,50,17.239317,False
-10.822154,50,18.031881,False
-9.583426,50,18.829455,False
-2.767374,50,19.625083,False
-9.344186,50,20.426344,False
-7.971689,50,21.222751,False
-5.515738,50,22.058894,False
-8.880646,50,22.857998,False
-6.133118,50,23.660993,False
-9.80038,50,24.471303,False
-10.08141,50,25.287789,False
-8.190965,50,26.082976,False
-4.613221,50,26.882217,False
-9.229077,50,27.687011,False
-11.498128,50,28.490651,False
-12.047771,50,29.291714,False
-6.046594,50,30.107777,False
-15.312358,50,30.904625,False
-4.0375,50,31.711014,False
-1.153977,50,32.51847,False
-16.096307,50,33.32349,False
-6.834698,50,34.152918,False
-6.724536,50,34.962088,False
-8.545461,50,35.792337,False
-1.547761,50,47.877148,False
-2.464109,50,48.725401,False
-2.326654,50,49.569603,False
-4.090462,50,50.379668,False
-1.700627,50,51.165919,False
-8.113926,50,51.963554,False
-0.795961,50,52.771548,False
-2.168017,50,53.587297,False
-8.588162,50,54.404056,False
-3.799036,50,55.211074,False
-10.533658,50,56.008168,False
-7.233742,50,56.821556,False
-11.269341,50,57.636869,False
-5.609098,50,58.44246,False
-1.474993,50,59.278685,False
-9.167476,50,60.099933,False
-6.565175,50,60.917249,False
-7.916492,50,61.737348,False
-1.317394,50,62.585274,False
-3.447233,50,63.404395,False
-5.599735,50,64.209895,False
-12.026088,50,65.007612,False
-6.471989,50,65.801463,False
-4.197729,50,66.595227,False
-4.159186,50,67.397203,False
-8.575073,50,68.201468,False
-7.513573,50,69.003572,False
-11.378614,50,69.802501,False
-2.516756,50,70.605077,False
-2.266677,50,71.399735,False
-7.04041,50,72.206943,False
-10.459355,50,73.012672,False
-8.936127,50,73.810949,False
-8.079638,50,74.604236,False
-10.59609,50,75.40062,False
-4.010301,50,76.208128,False
-5.051582,50,76.998102,False
-5.963528,50,77.79551,False
