#{"t_start": 1778462407.5826297, "env_id": "MujocoUR3PushSimpleEnv"}
r,l,t,is_success
-4.31306,50,4.523106,False
-12.131503,50,5.318149,False
-2.429778,50,6.117428,False
-9.107939,50,6.921654,False
-14.583022,50,7.725021,False
-3.21772,50,8.512735,False
-7.779567,50,9.29936,False
-12.18531,50,10.101214,False
-9.550553,50,10.893782,False
-4.567184,50,11.697777,False
-3.917003,50,12.483966,False
-5.640586,50,13.278259,False
-11.134745,50,14.069744,False
-7.563699,50,14.868005,False
-2.438899,50,15.665877,False
-5.541176,50,16.463444,False
-7.114341,50,17.263381,False
-1.822884,50,18.05845,False
-11.055896,50,18.851518,False
-11.792016,50,19.64815,False
-9.045969,50,20.450408,False
-4.751766,50,21.245275,False
-4.083007,50,22.081452,False
-11.771728,50,22.880036,False
-10.4112,50,23.68455,False
-7.324093,50,24.496876,False
-4.863422,50,25.311353,False
-7.328313,50,26.10655,False
-7.651691,50,26.90578,False
-7.097279,50,27.711575,False
-9.938824,50,28.514714,False
-8.78534,50,29.315778,False
-9.610983,50,30.131841,False
-10.442587,50,30.929193,False
-8.109026,50,31.734077,False
-11.012426,50,32.54202,False
-6.840669,50,33.347554,False
-8.598731,50,34.17748,False
-6.302213,50,34.986644,False
-12.652864,50,35.8164,False
-10.306237,50,47.900211,False
-7.139234,50,48.749465,False
-4.682342,50,49.593667,False
-4.082393,50,50.40423,False
-5.020603,50,51.188486,False
-5.209078,50,51.987617,False
-2.134807,50,52.794102,False
-9.515606,50,53.611851,False
-4.827223,50,54.426595,False
-10.85415,50,55.233633,False
-5.2419,50,56.032732,False
-8.480562,50,56.846624,False
-7.811187,50,57.659932,False
-10.093774,50,58.469523,False
-3.094074,50,59.302748,False
-6.31006,50,60.121995,False
-8.942263,50,60.941813,False
-8.634882,50,61.760911,False
-13.811024,50,62.607831,False
-15.518114,50,63.427946,False
-9.138547,50,64.233959,False
-2.086366,50,65.031175,False
-4.265556,50,65.825019,False
-3.058429,50,66.619791,False
-10.731824,50,67.420268,False
-6.16362,50,68.223528,False
-2.42397,50,69.028634,False
-11.454205,50,69.82757,False
-10.291748,50,70.62914,False
-4.18586,50,71.423303,False
-6.035993,50,72.231946,False
-1.325146,50,73.037235,False
-9.193649,50,73.834512,False
-10.982862,50,74.627802,False
-6.56399,50,75.424183,False
-7.102714,50,76.23319,False
-4.033849,50,77.021666,False
-2.359377,50,77.819574,False
-9.437493,50,78.613698,False
-3.65585,50,79.402419,False
-10.363871,50,80.197071,False
-9.389083,50,91.579652,False
-10.24141,50,92.372372,False
-8.925347,50,93.166004,False
-6.603351,50,93.97427,False
-5.982969,50,94.783849,False
-6.358317,50,95.585648,False
-2.899621,50,96.38715,False
-14.064093,50,97.188488,False
-14.259997,50,97.976836,False
-7.274169,50,98.781756,False
-10.131339,50,99.575989,False
-8.174322,50,100.3739,False
-10.112494,50,101.173436,False
-3.660768,50,101.970238,False
-11.788163,50,102.772961,False
-4.137771,50,103.563199,False
-10.732488,50,104.360795,False
-7.099189,50,105.163529,False
-6.818832,50,105.960176,False
-4.566568,50,106.76663,False
-4.479135,50,107.560063,False
-2.34503,50,108.376955,False
-1.17727,50,109.169429,False
-2.026108,50,109.967201,False
-9.029035,50,110.764424,False
-3.06221,50,111.568174,False
-2.167553,50,112.377374,False
-9.055711,50,113.222298,False
-10.388446,50,114.05097,False
-11.33137,50,114.886619,False
-6.682839,50,115.72035,False
-12.762937,50,116.565793,False
-7.159601,50,117.429267,False
-10.862881,50,118.255071,False
-6.320831,50,119.09156,False
-8.161123,50,119.911189,False
-6.250933,50,120.763533,False
-6.225329,50,121.632499,False
-10.746894,50,122.508339,False
-7.931503,50,123.345303,False
-2.086976,50,124.182499,False
-3.646306,50,136.246673,False
-4.437432,50,137.08509,False
-10.723202,50,137.914424,False
-8.619166,50,138.745413,False
-11.983376,50,139.588355,False
-5.500816,50,140.423359,False
-5.005403,50,141.234154,False
-10.912898,50,142.083211,False
-10.116898,50,142.915276,False
-2.836454,50,143.753042,False
-7.449963,50,144.585555,False
-10.223138,50,145.419087,False
-6.714536,50,146.245337,False
-4.316118,50,147.095718,False
-3.408765,50,147.916431,False
