#{"t_start": 1780252175.5298011, "env_id": "MujocoUR3PushSimpleEnv"}
r,l,t,is_success
-4.304453,50,4.189787,False
-4.484106,50,4.778474,False
-5.834339,50,5.415521,False
-4.757979,50,6.014917,False
-7.72847,50,6.620765,False
-11.699119,50,7.20355,False
-5.845069,50,7.789821,False
-9.57469,50,8.365592,False
-9.281295,50,8.946929,False
-3.878114,50,9.530254,False
-4.612569,50,10.103517,False
-10.747777,50,10.708206,False
-8.58429,50,11.293458,False
-7.425936,50,11.877221,False
-5.853117,50,12.459686,False
-4.851625,50,13.039352,False
-8.713784,50,13.621892,False
-7.366044,50,14.204081,False
-5.414313,50,14.784786,False
-4.175395,50,15.36702,False
-7.39731,50,15.952235,False
-7.285656,50,16.528426,False
-1.658399,50,17.155286,False
-3.368314,50,17.743952,False
-3.169001,50,18.32568,False
-13.336263,50,18.909727,False
-11.350642,50,19.528049,False
-14.064171,50,20.10667,False
-9.341863,50,20.734437,False
-8.116725,50,21.319997,False
-7.989727,50,21.901493,False
-3.421204,50,22.483661,False
-11.178031,50,23.06058,False
-4.444231,50,23.675829,False
-6.225382,50,24.25338,False
-0.811455,50,24.887143,False
-2.361061,50,25.506291,False
-11.804422,50,26.11551,False
-4.929858,50,26.700698,False
-2.254654,50,27.283776,False
-8.14001,50,33.4912,False
-6.59118,50,34.079003,False
-3.832172,50,34.646836,False
-6.41911,50,35.220581,False
-10.487955,50,35.799522,False
-8.303421,50,36.386703,False
-6.24669,50,36.970904,False
-2.770888,50,37.558537,False
-12.914234,50,38.131245,False
-9.354059,50,38.716914,False
-1.36597,50,39.297085,False
-2.450834,50,39.871293,False
-3.727956,50,40.453739,False
-5.907541,50,41.037471,False
-7.830163,50,41.613683,False
-14.425976,50,42.182453,False
-11.089307,50,42.752157,False
-5.768658,50,43.339979,False
-11.002857,50,43.897397,False
-10.982533,50,44.47845,False
-5.9491,50,45.063143,False
-6.771735,50,45.646843,False
-5.713156,50,46.213427,False
-15.170951,50,46.779043,False
-7.920093,50,47.345284,False
-9.411917,50,47.912049,False
-9.222457,50,48.46783,False
-10.496103,50,49.057649,False
-5.179147,50,49.615201,False
-13.518219,50,50.163316,False
-10.978086,50,50.709456,False
-1.728032,50,51.261054,False
-8.316283,50,51.805293,False
-3.684067,50,52.36239,False
-2.292081,50,52.905225,False
-1.101606,50,53.454623,False
-7.06043,50,53.995542,False
-3.759934,50,54.55567,False
-4.578753,50,55.098709,False
-8.6764,50,55.644943,False
-4.929393,50,56.200122,False
-1.140872,50,62.375638,False
-5.003569,50,62.930719,False
-9.277528,50,63.480115,False
-9.720284,50,64.034422,False
-6.689528,50,64.590402,False
-3.833791,50,65.144665,False
-3.124753,50,65.701874,False
-11.508782,50,66.248649,False
-3.067128,50,66.789926,False
-4.058669,50,67.340179,False
-5.184803,50,67.881041,False
-2.885333,50,68.423358,False
-5.257469,50,68.965144,False
-10.37262,50,69.515409,False
-9.754242,50,70.061182,False
-7.923394,50,70.610897,False
-8.090932,50,71.175233,False
-2.679832,50,71.723948,False
-3.644839,50,72.274264,False
-6.559544,50,72.826466,False
-8.511662,50,73.372745,False
-0.973256,50,73.914477,False
-4.390391,50,74.459265,False
-6.521601,50,75.011101,False
-6.295542,50,75.553377,False
-9.348417,50,76.097592,False
-5.84419,50,76.638854,False
-8.294514,50,77.183465,False
-4.129996,50,77.725168,False
-5.923831,50,78.272077,False
-8.086439,50,78.818303,False
