time/time_elapsed,train/critic_loss,time/fps,time/total_timesteps,train/ent_coef_loss,train/ent_coef,rollout/success_rate,time/episodes,train/learning_rate,train/actor_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward,eval/success_rate
4679,0.5839669823646545,2275,10649600,-6.409422206878662,0.1437287375330925,0.0,53248,0.0003,-8.308360528945922,6490,,,
4697,0.5385245963931083,2277,10700800,-6.316515064239502,0.14203108102083206,0.0,53504,0.0003,-8.108640480041505,6530,,,
4716,0.25087256282567977,2279,10752000,-6.300049495697022,0.14078989624977112,0.01,53760,0.0003,-8.311935329437256,6560,,,
4733,0.4129674419760704,2282,10803200,-6.317293882369995,0.13955750167369843,0.02,54016,0.0003,-8.20409803390503,6590,,,
4751,0.3838296324014664,2284,10854400,-6.310565423965454,0.13834763914346696,0.0,54272,0.0003,-8.162174463272095,6620,,,
4770,0.49206692576408384,2286,10905600,-6.167331409454346,0.1371637165546417,0.0,54528,0.0003,-8.218704223632812,6650,,,
4787,0.4609121590852737,2288,10956800,-6.3029412746429445,0.13599177747964858,0.0,54784,0.0003,-8.074538230895996,6680,,,
4805,0.4567659169435501,2290,11008000,-6.325023460388183,0.1348162978887558,0.01,55040,0.0003,-7.994963979721069,6710,,,
4824,0.4338522642850876,2292,11059200,-6.355257177352906,0.13364587128162383,0.01,55296,0.0003,-8.269485712051392,6740,,,
4842,0.3400892809033394,2294,11110400,-6.410176038742065,0.13211063891649247,0.02,55552,0.0003,-7.9951635837554935,6780,,,
4860,0.8549826368689537,2296,11161600,-6.293288230895996,0.13096865862607956,0.0,55808,0.0003,-8.083376455307008,6810,,,
4878,0.3328428536653519,2298,11212800,-6.614363288879394,0.12984007298946382,0.01,56064,0.0003,-7.5074841499328615,6840,,,
4897,0.3865243628621101,2300,11264000,-6.617172145843506,0.12869363725185395,0.01,56320,0.0003,-7.735300731658936,6870,,,
4915,0.2913325741887093,2302,11315200,-6.563036966323852,0.1275630384683609,0.0,56576,0.0003,-7.620915269851684,6900,,,
4932,0.4858028903603554,2304,11366400,-6.462195205688476,0.12644726485013963,0.01,56832,0.0003,-7.763287019729614,6930,,,
4949,0.30639334917068484,2306,11417600,-6.488910961151123,0.12535230070352554,0.0,57088,0.0003,-7.651363277435303,6960,,,
4966,0.3233603112399578,2309,11468800,-6.644552612304688,0.12426968514919282,0.0,57344,0.0003,-7.616434144973755,6990,,,
4982,1.2969447381794452,2311,11520000,-6.559220647811889,0.12283550798892975,0.02,57600,0.0003,-7.557707691192627,7030,,,
4999,1.1912394896149636,2314,11571200,-6.68900089263916,0.12176176831126213,0.0,57856,0.0003,-7.5180854320526125,7060,,,
5015,0.30701364427804945,2317,11622400,-6.65320725440979,0.12069315388798714,0.02,58112,0.0003,-7.550317001342774,7090,,,
5032,0.35020534694194794,2319,11673600,-6.759815692901611,0.11964051574468612,0.01,58368,0.0003,-7.535791015625,7120,,,
5048,0.5403673827648163,2322,11724800,-6.674346399307251,0.11859481930732726,0.01,58624,0.0003,-7.5879863739013675,7150,,,
5065,0.5325645416975021,2324,11776000,-6.914720726013184,0.1175600215792656,0.0,58880,0.0003,-7.206570196151733,7180,,,
5081,1.2033405542373656,2327,11827200,-6.890964984893799,0.11651405394077301,0.0,59136,0.0003,-7.505400800704956,7210,,,
5097,0.49767554402351377,2330,11878400,-6.8015422344207765,0.1154929481446743,0.0,59392,0.0003,-7.310235786437988,7240,,,
5114,0.6066953510046005,2332,11929600,-6.900936889648437,0.11414159312844277,0.0,59648,0.0003,-7.566101121902466,7280,,,
5130,0.8964633703231811,2335,11980800,-6.812007427215576,0.1131331741809845,0.0,59904,0.0003,-7.435675859451294,7310,,,
,0.288578063249588,,11999232,-6.8131163120269775,0.11280409470200539,,,0.0003,-7.344324064254761,7320,200.0,-51.77800060212612,0.0
5323,0.5077582597732544,2260,12032000,-6.957556438446045,0.11214257925748825,0.0,60160,0.0003,-7.3799608707427975,7340,,,
5339,0.630779255926609,2262,12083200,-6.93859167098999,0.11114810332655907,0.01,60416,0.0003,-7.488965654373169,7370,,,
5356,0.6492462813854217,2265,12134400,-6.873973703384399,0.11017460823059082,0.0,60672,0.0003,-7.251513385772705,7400,,,
5373,0.37628173828125,2267,12185600,-7.041173219680786,0.109200269728899,0.0,60928,0.0003,-7.3127776145935055,7430,,,
5390,0.6055990532040596,2270,12236800,-7.031200218200683,0.10824493244290352,0.0,61184,0.0003,-7.178198051452637,7460,,,
5407,0.4835565447807312,2272,12288000,-6.827007293701172,0.10729621201753617,0.01,61440,0.0003,-7.297795152664184,7490,,,
5424,0.24333672001957893,2274,12339200,-6.94404296875,0.10606542602181435,0.01,61696,0.0003,-7.188496828079224,7530,,,
5440,0.8723971135914326,2277,12390400,-7.077692270278931,0.10513902828097343,0.0,61952,0.0003,-7.206049680709839,7560,,,
5457,0.6060221821069718,2279,12441600,-7.036373949050903,0.10421705096960068,0.0,62208,0.0003,-7.051805448532105,7590,,,
5473,0.285408890992403,2282,12492800,-7.147255611419678,0.10330556407570839,0.0,62464,0.0003,-7.07341833114624,7620,,,
5490,0.28776298016309737,2284,12544000,-7.172641086578369,0.1024007447063923,0.0,62720,0.0003,-7.129991912841797,7650,,,
5507,0.6335154630243778,2287,12595200,-7.203099155426026,0.10150883048772812,0.0,62976,0.0003,-6.891199922561645,7680,,,
5523,0.5499896809458733,2289,12646400,-7.228260612487793,0.10061810687184333,0.0,63232,0.0003,-6.837490749359131,7710,,,
5539,0.4882263481616974,2292,12697600,-7.391642427444458,0.09973054006695747,0.0,63488,0.0003,-6.721777439117432,7740,,,
5556,0.24374452531337737,2294,12748800,-7.402381896972656,0.09855061694979668,0.0,63744,0.0003,-6.507378435134887,7780,,,
5572,0.3343374028801918,2296,12800000,-7.305314588546753,0.09767518565058708,0.01,64000,0.0003,-6.487485408782959,7810,,,
5589,1.2572956547141074,2299,12851200,-7.370647811889649,0.09681670442223549,0.0,64256,0.0003,-6.453250932693481,7840,,,
5606,0.6709381714463234,2301,12902400,-7.356565475463867,0.09596718177199363,0.0,64512,0.0003,-6.523661518096924,7870,,,
5622,1.536347010731697,2303,12953600,-7.438587188720703,0.09511695578694343,0.0,64768,0.0003,-6.586065816879272,7900,,,
5639,0.9598277434706688,2305,13004800,-7.259114980697632,0.09427856653928757,0.01,65024,0.0003,-6.713128852844238,7930,,,
5656,1.4518879234790802,2308,13056000,-7.514147424697876,0.09345400854945182,0.0,65280,0.0003,-6.644210767745972,7960,,,
5673,1.8849955201148987,2310,13107200,-7.3343089580535885,0.09263925850391388,0.01,65536,0.0003,-6.714295768737793,7990,,,
5690,0.8154278889298439,2312,13158400,-7.26394829750061,0.0915586844086647,0.0,65792,0.0003,-6.749972152709961,8030,,,
5706,1.6045495614409446,2314,13209600,-7.327302646636963,0.09077835977077484,0.0,66048,0.0003,-6.61836838722229,8060,,,
5723,1.1676021099090577,2316,13260800,-7.369049692153931,0.09000036716461182,0.02,66304,0.0003,-6.563166379928589,8090,,,
5740,2.6035933077335356,2318,13312000,-7.435638904571533,0.08922012820839882,0.01,66560,0.0003,-6.4667651653289795,8120,,,
5757,1.0547601610422135,2321,13363200,-7.400747632980346,0.08844503238797188,0.0,66816,0.0003,-6.572083425521851,8150,,,
5774,2.274994170665741,2323,13414400,-7.605374574661255,0.08767899647355079,0.0,67072,0.0003,-6.556846475601196,8180,,,
5790,0.501919986307621,2325,13465600,-7.683736371994018,0.08690733313560486,0.0,67328,0.0003,-6.4801548480987545,8210,,,
5807,0.3691296823322773,2327,13516800,-7.565100383758545,0.08614042699337006,0.0,67584,0.0003,-6.277433919906616,8240,,,
5824,3.0731547355651854,2329,13568000,-7.464165163040161,0.08514202758669853,0.01,67840,0.0003,-6.4988977909088135,8280,,,
5841,0.3354260265827179,2331,13619200,-7.601607942581177,0.08440508991479874,0.0,68096,0.0003,-6.245022249221802,8310,,,
5858,0.9183606415987015,2333,13670400,-7.568348407745361,0.08367156311869621,0.0,68352,0.0003,-6.5523138523101805,8340,,,
5875,1.1140150487422944,2335,13721600,-7.580575895309448,0.08294662311673165,0.02,68608,0.0003,-5.9957067489624025,8370,,,
5892,0.6234905980527401,2337,13772800,-7.661603260040283,0.08222931846976281,0.0,68864,0.0003,-6.131601810455322,8400,,,
5909,0.7811023175716401,2339,13824000,-7.615974998474121,0.0815133199095726,0.0,69120,0.0003,-6.297670602798462,8430,,,
5926,0.6330192744731903,2341,13875200,-7.630617284774781,0.08080032467842102,0.01,69376,0.0003,-6.262361145019531,8460,,,
5943,1.020006312429905,2343,13926400,-7.698979425430298,0.0801038034260273,0.0,69632,0.0003,-5.957809495925903,8490,,,
5960,4.860719311237335,2345,13977600,-7.769204378128052,0.07917717173695564,0.01,69888,0.0003,-6.073035144805909,8530,,,
