#{"t_start": 1780284093.0875297, "env_id": "MujocoUR3PushSimpleEnv"}
r,l,t,is_success
-20.84541,100,5.20212,False
-17.907658,100,6.701338,False
-14.161687,100,8.201888,False
-27.269891,100,9.72404,False
-15.347808,100,11.24018,False
-21.019861,100,12.912519,False
-20.696135,100,14.473367,False
-20.690907,100,16.03494,False
-15.768641,100,17.565526,False
-15.957192,100,19.115429,False
-17.732544,100,20.701289,False
-16.968296,100,22.228862,False
-26.460137,100,23.772019,False
-18.854162,100,25.303175,False
-15.970319,100,26.847273,False
-24.979801,100,28.414037,False
-19.369806,100,29.996912,False
-16.97833,100,31.544662,False
-14.450352,100,33.111871,False
-22.119832,100,34.71695,False
-26.847173,100,42.350982,False
-18.587401,100,43.911331,False
-16.034153,100,45.437431,False
-25.634794,100,46.98371,False
-22.086982,100,48.496025,False
-15.255704,100,50.030669,False
-17.694613,100,51.546352,False
-25.386786,100,53.059047,False
-14.197472,100,54.58439,False
-12.704597,100,56.109747,False
-14.828817,100,57.653984,False
-19.838321,100,59.205546,False
-11.372196,100,60.75878,False
-15.94534,100,62.344405,False
-17.471944,100,63.88108,False
-24.567457,100,65.409599,False
-18.889761,100,66.922426,False
-16.101455,100,68.442128,False
-19.081348,100,69.978376,False
-25.624045,100,71.491031,False
-19.453895,100,78.227232,False
-24.865844,100,79.738826,False
-18.184481,100,81.255355,False
-13.375819,100,82.758811,False
-24.778361,100,84.265391,False
-17.382861,100,85.774029,False
-16.043841,100,87.289421,False
-16.470771,100,88.820946,False
-20.311201,100,90.332075,False
-23.830024,100,91.83452,False
-17.530325,100,93.356616,False
-15.418961,100,94.862483,False
-17.008065,100,96.374361,False
-19.164926,100,97.894729,False
-22.948627,100,99.408182,False
-16.492798,100,100.93891,False
-13.178204,100,102.435104,False
-16.399149,100,103.925052,False
-25.80411,100,105.421933,False
-19.337524,100,106.936551,False
-14.738014,100,108.439565,False
-16.435943,100,115.185898,False
-13.994024,100,116.706968,False
-14.468605,100,118.205928,False
-18.504072,100,119.747184,False
-19.600503,100,121.310358,False
-22.140047,100,122.839551,False
-19.938432,100,124.368141,False
-16.164367,100,125.899856,False
-31.556681,100,127.434466,False
-25.678133,100,128.965665,False
-18.663432,100,130.486617,False
-15.973261,100,131.992311,False
-25.70865,100,133.517181,False
-24.803307,100,135.056982,False
-19.184609,100,136.592045,False
-24.337077,100,138.139472,False
-23.348679,100,139.658591,False
-15.395167,100,141.182499,False
-20.916729,100,142.689243,False
-16.695311,100,144.214428,False
-14.68978,100,151.191696,False
-17.498372,100,152.701528,False
-26.252106,100,154.230116,False
-21.31872,100,155.745634,False
-23.191061,100,157.298374,False
-17.841759,100,158.802011,False
-39.915625,100,160.32079,False
-29.811186,100,161.854693,False
-16.565804,100,163.394372,False
-25.85069,100,164.923691,False
-14.974882,100,166.438551,False
-19.16541,100,167.955729,False
-21.303955,100,169.493065,False
-31.892737,100,171.016087,False
-22.187858,100,172.541042,False
-21.230137,100,174.058461,False
-20.594559,100,175.597947,False
-27.76881,100,177.115311,False
-19.74132,100,178.629991,False
-14.278275,100,180.156945,False
-16.307048,100,181.689922,False
-22.484064,100,188.585852,False
-18.56708,100,190.105861,False
-25.170948,100,191.613332,False
-20.295847,100,193.131565,False
-23.24312,100,194.656223,False
-15.658427,100,196.181767,False
-17.283412,100,197.682586,False
-32.649038,100,199.194364,False
-18.633747,100,200.700634,False
-14.153937,100,202.23147,False
-28.715956,100,203.758902,False
-22.481409,100,205.261429,False
-16.960445,100,206.772598,False
-18.317196,100,208.286273,False
-18.054001,100,209.801797,False
-15.771913,100,211.297057,False
-13.234221,100,212.845692,False
-20.840554,100,214.357054,False
-20.237374,100,215.871497,False
-24.447262,100,217.38301,False
-20.475064,100,224.44483,False
-19.668749,100,226.014134,False
-24.188113,100,227.553265,False
-16.743545,100,229.12092,False
-16.517694,100,230.665218,False
-16.487788,100,232.203399,False
-25.647873,100,233.753216,False
-18.606462,100,235.289009,False
-23.068846,100,236.794298,False
-12.360722,100,238.334028,False
-22.301446,100,239.86508,False
-19.715962,100,241.40528,False
-21.195145,100,242.952556,False
-20.568897,100,244.493316,False
-21.455961,100,246.037943,False
-24.587033,100,247.553662,False
-26.653648,100,249.087849,False
-15.185995,100,250.627076,False
-18.388691,100,252.139904,False
-28.322884,100,253.679595,False
-14.68551,100,255.223354,False
-22.477681,100,262.682697,False
-21.881664,100,264.179163,False
-13.803962,100,265.699374,False
-14.684819,100,267.199501,False
-26.830244,100,268.713179,False
-15.876336,100,270.247023,False
-18.450455,100,271.742628,False
