train/value_loss,train/entropy_loss,train/explained_variance,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/n_updates,time/total_timesteps,train/std,time/iterations,train/clip_fraction,train/approx_kl,train/clip_range,rollout/ep_len_mean,time/fps,train/learning_rate,train/loss,eval/success_rate,eval/mean_reward,eval/mean_ep_length
0.2481308637332404,-2.5550938757136463,0.9454540908336639,14013,-7.97736042,-0.00797704214710393,3350,2752512,0.8728851079940796,336,0.05867919921875,0.006813872,0.2,100.0,196,2.5568e-05,0.012852273881435394,,,
0.46170762507244945,-2.5719686949625613,0.918659470975399,14158,-7.096217739999999,-0.007585842282060185,3390,2785280,0.8777616024017334,340,0.05081787109375,0.0058625145,0.2,100.0,196,2.2291200000000008e-05,-0.025881139561533928,,,
2.5326791067549492,-2.5666175808757545,0.9005671441555023,,,-0.00572719727497315,3410,2800000,0.8768997192382812,,0.03023681640625,0.00383701,0.2,,,2.0652800000000013e-05,0.25839680433273315,0.14,-8.11478683,100.0
2.2755285618128256,-2.5665758123621343,0.885771170258522,14429,-7.87953825,-0.005279208895444754,3430,2818048,0.8766900300979614,344,0.039892578125,0.0057356586,0.2,100.0,195,1.9014399999999985e-05,0.5892611742019653,,,
1.4870317891793092,-2.568508131429553,0.8964925929903984,14576,-7.506312739999999,-0.0037145622540265323,3470,2850816,0.8783842325210571,348,0.02584228515625,0.003961528,0.2,100.0,195,1.5737599999999993e-05,0.08657118678092957,,,
0.3256753509253031,-2.572383309341967,0.9501693658530712,14723,-7.86418244,-0.0056449151517881544,3510,2883584,0.8793175220489502,352,0.03184814453125,0.0044043246,0.2,100.0,195,1.2460800000000004e-05,0.3717777132987976,,,
4.435809069732204,-2.5769430451095103,0.8281479626893997,14870,-7.9798116000000014,-0.002808454809928662,3550,2916352,0.880795955657959,356,0.015673828125,0.002817965,0.2,100.0,196,9.184000000000014e-06,0.9506160020828247,,,
0.2724368503899314,-2.5785315699875353,0.9514060169458389,15016,-6.746282229999999,-0.0035524277356671517,3590,2949120,0.8819762468338013,360,0.0260498046875,0.0030446055,0.2,100.0,196,5.90719999999999e-06,0.05278972163796425,,,
0.605537382431794,-2.58099278640002,0.9549653381109238,15165,-7.83748804,-0.0021076216300571103,3630,2981888,0.8830448985099792,364,0.0082275390625,0.0021844204,0.2,100.0,196,2.630399999999999e-06,0.1350821554660797,,,
0.2821321923314827,-2.5812642669305204,0.9434749484062195,,,-0.00015943079270073213,3660,3000000,0.8830214142799377,,0.0,3.5121462e-05,0.2,,,1.7280000000000626e-07,0.11189175397157669,0.1,-8.735224330000001,100.0
