train/std,eval/mean_ep_length,time/total_timesteps,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss,eval/mean_reward,train/entropy_loss,train/explained_variance,train/clip_range,train/learning_rate,train/approx_kl,train/n_updates,eval/success_rate,time/time_elapsed,time/fps,time/iterations
0.5082300901412964,79.7,10330432,-0.00035026944351557177,0.0658935546875,3.690434217453003,7.693487614393234,-11.294171347096562,-0.8966753371059895,0.6842176020145416,0.2,0.0001451712,0.0062612956,3140,0.25,,,
0.5226180553436279,71.1,10830464,-0.0009797465732845011,0.0731475830078125,3.401472806930542,7.057620295882225,-8.16044822447002,-0.8860059443861246,0.7049627006053925,0.2,0.00013779839999999998,0.008087328,3290,0.35,,,
0.5654569268226624,92.7,11330496,-0.00028173853970656635,0.0708587646484375,2.0278310775756836,5.827939285710454,-16.433598379418253,-0.9608387123793364,0.7019990384578705,0.2,0.0001304256,0.006460624,3440,0.1,,,
0.5809222459793091,75.4,11830528,-0.0010492631132365204,0.0679351806640625,4.403458595275879,7.1984173901379105,-9.679539567232132,-1.0079469442367555,0.6865130662918091,0.2,0.00012256127999999997,0.0063028303,3600,0.3,,,
0.5817239880561829,,11927552,-0.00037588455561490266,0.0710540771484375,3.51284122467041,6.427077446877957,,-0.9945892952382565,0.7174124121665955,0.2,0.00012157823999999998,0.006607848,3620,,1756,1193,64
0.5923560857772827,84.35,12330560,-0.0010618792799505171,0.06180419921875,2.1494197845458984,6.162431352213025,-12.393772560358048,-1.0010598346590995,0.7089002728462219,0.2,0.00011518847999999999,0.0053848447,3750,0.2,,,
0.6125629544258118,84.0,12830592,-0.000681298804920516,0.0577301025390625,3.2791426181793213,6.69282701574266,-11.93413223400712,-1.029126856289804,0.6912161409854889,0.2,0.00010781567999999998,0.0056276526,3900,0.2,,,
0.6146053075790405,79.25,13330624,-0.0009879593468212987,0.06578369140625,3.2085938453674316,6.134558550640941,-11.174091547355056,-1.0125400582328439,0.7382384240627289,0.2,0.00010044288,0.0071231965,4050,0.25,,,
