#{"t_start": 1782345158.6580584, "env_id": "None"}
r,l,t
-41.65224,200,156.200619
-51.8466,200,156.200619
-55.289257,200,156.200619
-38.51147,200,156.200619
-67.64266,200,156.200619
-33.63913,200,156.200619
-57.40407,200,156.200619
-33.09147,200,156.200619
-33.87087,200,156.200619
-52.873707,200,156.200619
-38.465054,200,156.200619
-50.38868,200,156.200619
-46.016945,200,156.200619
-86.24166,200,156.201119
-52.09948,200,156.201119
-30.26884,200,156.201119
-41.273006,200,156.201119
-59.65179,200,156.201119
-49.317345,200,156.201119
-61.89554,200,156.201119
-33.86606,200,156.201119
-55.678238,200,156.201119
-68.047646,200,156.201119
-35.745476,200,156.201119
-55.428425,200,156.201119
-78.00478,200,156.201119
-69.691,200,156.201119
-69.755486,200,156.201119
-27.334505,200,156.201119
-40.34181,200,156.201119
-40.104782,200,156.201119
-61.583878,200,156.201119
-41.542896,200,156.201119
-41.23043,200,156.201119
-42.102947,200,156.201119
-64.39785,200,156.201119
-32.440945,200,156.201119
-59.307552,200,156.201119
-71.750725,200,156.201119
-85.94576,200,156.201119
-49.817177,200,156.201119
-69.223274,200,156.201119
-76.72979,200,156.201119
-53.86824,200,156.201119
-51.5256,200,156.201119
-41.928432,200,156.201119
-34.901863,200,156.201119
-36.772472,200,156.201119
-57.018665,200,156.201119
-55.480843,200,156.201119
-38.242306,200,156.201119
-63.39786,200,156.201119
-41.778625,200,156.201119
-50.332867,200,156.201119
-48.098244,200,156.201119
-31.490198,200,156.201119
-40.142494,200,156.201119
-51.125183,200,156.201119
-48.303417,200,156.201119
-44.24755,200,156.201119
-50.700363,200,156.201119
-75.67354,200,156.201119
-37.071857,200,156.201119
-36.661556,200,156.201119
-68.63726,200,156.201119
-31.808334,200,156.201119
-80.762344,200,156.201119
-64.430786,200,156.201119
-41.01474,200,156.201119
-29.424713,200,156.201119
-66.270355,200,156.201119
-64.59941,200,156.201119
-41.332706,200,156.201119
-53.65798,200,156.201119
-40.01604,200,156.201119
-43.481934,200,156.201119
-27.99061,200,156.201119
-82.1209,200,156.201119
-33.88307,200,156.201119
-35.39089,200,156.201119
-56.041725,200,156.201119
-58.34041,200,156.201119
-68.54955,200,156.201119
-49.509045,200,156.201119
-34.1629,200,156.201119
-56.60366,200,156.201119
-77.66825,200,156.201119
-46.534313,200,156.201119
-40.55294,200,156.201119
-70.86282,200,156.201119
-42.296936,200,156.201119
-42.10692,200,156.201119
-33.25966,200,156.201119
-56.838863,200,156.201119
-59.7134,200,156.201119
-63.15903,200,156.201119
-42.234165,200,156.201119
