train/n_updates,train/explained_variance,train/policy_gradient_loss,eval/success_rate,eval/mean_reward,train/loss,train/learning_rate,train/clip_fraction,eval/mean_ep_length,train/clip_range,train/std,train/entropy_loss,train/value_loss,train/approx_kl,time/total_timesteps
20,-0.0032004117965698242,5.782517775969609e-05,0.0,-49.836891174316406,0.6509363651275635,0.00048252373333333335,0.006141948699951172,200.0,0.2,1.023308515548706,-2.876262636180036,1.5421696042874828,0.0010514546,999424
