#{"t_start": 1782345614.0298991, "env_id": "None"}
r,l,t
-55.493546,200,145.988189
-39.138794,200,145.988189
-47.61092,200,145.988189
-57.979355,200,145.988189
-46.9671,200,145.988189
-34.048683,200,145.988189
-41.142586,200,145.988189
-42.09496,200,145.988189
-45.836098,200,145.988189
-90.62097,200,145.988189
-55.37059,200,145.988189
-65.544426,200,145.988189
-40.537086,200,145.988189
-43.96738,200,145.988189
-58.383263,200,145.988189
-56.73967,200,145.988189
-41.21127,200,145.988189
-38.528973,200,145.988189
-41.501755,200,145.988189
-43.095425,200,145.988189
-74.72201,200,145.988189
-31.768301,200,145.988189
-63.503918,200,145.988189
-51.119373,200,145.988189
-45.662075,200,145.988189
-64.950455,200,145.988189
-78.61506,200,145.98869
-79.77363,200,145.98869
-79.34041,200,145.98869
-62.40935,200,145.98869
-38.279945,200,145.98869
-56.56052,200,145.98869
-46.991203,200,145.98869
-69.98721,200,145.98869
-78.12258,200,145.98869
-82.35991,200,145.98869
-32.120808,200,145.98869
-76.60862,200,145.98869
-47.735744,200,145.98869
-34.133663,200,145.98869
-55.34997,200,145.98869
-33.81068,200,145.98869
-35.60433,200,145.98869
-76.39321,200,145.98869
-89.8185,200,145.98869
-67.29491,200,145.98869
-40.198425,200,145.98869
-49.943684,200,145.98869
-40.64834,200,145.98869
-48.443085,200,145.98869
-38.624165,200,145.98869
-59.17271,200,145.98869
-33.146168,200,145.98869
-40.827812,200,145.98869
-55.433006,200,145.98869
-66.95603,200,145.98869
-46.888,200,145.98869
-62.663605,200,145.98869
-42.254456,200,145.98869
-62.485336,200,145.98869
-34.233383,200,145.98869
-65.260025,200,145.98869
-39.61157,200,145.98869
-29.073774,200,145.98869
-34.6629,200,145.98869
-32.57761,200,145.98919
-43.862865,200,145.98919
-72.35867,200,145.98919
-59.74443,200,145.98919
-44.14241,200,145.98919
-66.15919,200,145.98919
-53.985493,200,145.98919
-32.351376,200,145.98919
-30.696774,200,145.98919
-33.247932,200,145.98919
-54.50015,200,145.98919
-37.90953,200,145.98919
-38.92711,200,145.98919
-33.606133,200,145.98919
-61.313103,200,145.98919
-37.98896,200,145.98919
-52.008347,200,145.98919
-55.244354,200,145.98919
-33.879807,200,145.98919
-52.684807,200,145.98919
-39.56596,200,145.98919
-69.0953,200,145.98919
-31.97834,200,145.98919
-53.142784,200,145.98919
-70.47836,200,145.98919
-62.509335,200,145.98919
-81.43065,200,145.98919
-52.933643,200,145.98919
-64.92674,200,145.98919
-61.511936,200,145.98919
-61.86229,200,145.98919
-42.558846,200,145.98919
-52.750217,200,145.98919
-58.98009,200,145.98919
-74.95975,200,145.98919
-56.2393,200,145.98919
-34.838196,200,145.98919
-31.536547,200,145.98919
-36.290123,200,145.98919
-50.30689,200,145.989688
-44.78905,200,145.989688
-60.573284,200,145.989688
-66.193184,200,145.989688
-62.651455,200,145.989688
-33.246475,200,145.989688
-44.214024,200,145.989688
-46.829903,200,145.989688
-43.90019,200,145.989688
-45.005173,200,145.989688
-37.73257,200,145.989688
-30.25207,200,145.989688
-36.756268,200,145.989688
-41.759956,200,145.989688
-57.07839,200,145.989688
-28.149298,200,145.989688
-48.085148,200,145.989688
-31.480242,200,145.989688
-45.39222,200,145.989688
-43.7266,200,145.989688
-64.663666,200,145.989688
-37.741116,200,145.989688
-31.591362,200,145.989688
-50.179718,200,145.989688
-35.399414,200,145.989688
-67.49166,200,145.989688
-57.911377,200,145.989688
-77.29672,200,145.989688
-53.05855,200,145.989688
-82.19973,200,145.989688
-48.58518,200,145.989688
-48.192036,200,145.989688
-43.3797,200,145.989688
-82.11001,200,145.989688
-51.36873,200,145.989688
-44.91123,200,145.989688
-40.877365,200,145.989688
-37.214157,200,145.989688
-45.56286,200,145.990188
-60.40126,200,145.990188
-45.190285,200,145.990188
-81.25277,200,145.990188
-45.208275,200,145.990188
-62.88172,200,145.990188
-52.498535,200,145.990188
-57.35673,200,145.990188
-38.628212,200,145.990188
-48.528446,200,145.990188
-47.56581,200,145.990188
-48.09769,200,145.990188
-61.37838,200,145.990188
-81.242744,200,145.990188
-38.184383,200,145.990188
-29.726543,200,145.990188
-50.544643,200,145.990188
-48.497204,200,145.990188
-73.44873,200,145.990188
-73.93691,200,145.990188
-64.54497,200,145.990188
-50.874615,200,145.990188
-43.652878,200,145.990188
-50.931404,200,145.990188
-67.581055,200,145.990188
-38.354317,200,145.990188
-32.197998,200,145.990188
-71.65084,200,145.990188
-43.2379,200,145.990188
-35.44378,200,145.990188
-41.631023,200,145.990188
-43.695198,200,145.990188
-42.9049,200,145.990188
-31.572784,200,145.990188
-53.52571,200,145.990188
-37.01988,200,145.990188
-41.372574,200,145.990188
-39.451088,200,145.990691
-40.856712,200,145.990691
-54.942566,200,145.990691
-33.698177,200,145.990691
-67.672585,200,145.991191
-64.240746,200,145.991691
-78.72598,200,145.991691
-37.386753,200,145.991691
-47.138813,200,145.991691
-46.53086,200,145.991691
-62.955257,200,145.991691
-61.999325,200,145.991691
-85.36355,200,145.991691
-36.51236,200,145.991691
-34.893024,200,145.991691
-48.179256,200,145.991691
-40.401814,200,145.991691
-44.20966,200,145.991691
-41.959553,200,145.991691
-36.337307,200,145.991691
-60.101105,200,145.991691
-42.036526,200,145.991691
-62.87495,200,145.991691
-76.410034,200,145.991691
-38.910175,200,145.991691
-44.86243,200,145.991691
-37.797283,200,145.991691
-57.076263,200,145.991691
-43.44079,200,145.991691
-34.027622,200,145.991691
-59.973167,200,145.991691
-31.54624,200,145.991691
-25.233341,200,145.991691
-47.06999,200,145.991691
-58.927074,200,145.991691
-60.25758,200,145.991691
-64.80776,200,145.991691
-35.97107,200,145.991691
-72.09361,200,145.992189
-48.53795,200,145.992189
-45.09477,200,145.992189
-46.396145,200,145.992189
-80.35523,200,145.992189
-61.05677,200,145.992189
-31.387651,200,145.992189
-48.176895,200,145.992189
-53.383984,200,145.992189
-32.17932,200,145.992189
-55.70843,200,145.992189
-64.35045,200,145.992189
-47.81698,200,145.992189
-55.85055,200,145.992189
-56.120052,200,145.992189
-49.936577,200,145.992189
-60.08963,200,145.992189
-71.45678,200,145.992189
-54.06979,200,145.992189
-51.596954,200,145.992189
-79.4187,200,145.992189
-43.057312,200,145.992189
-31.098255,200,145.992189
-67.4362,200,145.992189
-43.105194,200,145.992189
-65.546524,200,145.992189
-48.9481,200,145.992189
-35.623085,200,145.992689
-93.483574,200,145.992689
-56.85433,200,145.992689
-68.44365,200,145.992689
-63.303333,200,145.992689
-29.15051,200,145.992689
-38.23921,200,145.992689
-43.808167,200,145.992689
-89.52935,200,145.992689
-47.958614,200,145.992689
-32.732174,200,145.992689
-32.80048,200,145.992689
-37.974937,200,145.992689
-50.151928,200,145.992689
-43.98661,200,145.992689
-40.639942,200,145.992689
-41.197823,200,145.992689
-58.30448,200,145.992689
-44.96334,200,145.992689
-52.650993,200,145.992689
-62.97926,200,145.992689
-33.81119,200,145.992689
-57.7092,200,145.992689
-32.38923,200,145.992689
-44.160114,200,145.992689
-31.245134,200,145.992689
-50.273026,200,145.992689
-65.34161,200,145.993189
-38.71658,200,145.993189
-43.71834,200,145.993189
-86.12918,200,145.993189
-72.84083,200,145.993189
-44.902557,200,145.993189
-43.286926,200,145.993189
-40.893784,200,145.993189
-85.538506,200,145.993189
-60.16069,200,145.993189
-35.801723,200,145.993189
-30.699503,200,145.993189
-30.329708,200,145.993189
-52.934475,200,145.993189
-67.356606,200,145.993189
-54.68617,200,145.993189
-48.645546,200,145.993189
-53.299633,200,145.993189
-41.120693,200,145.993189
-38.202324,200,145.993189
-49.291744,200,145.993189
-35.613655,200,145.993189
-72.51205,200,145.993189
-67.76985,200,145.993189
-45.962303,200,145.993189
-33.381626,200,145.993189
-44.074966,200,145.99369
-45.665195,200,145.99369
-25.389374,200,145.99369
-38.521336,200,145.99369
-39.22639,200,145.99369
-81.214165,200,145.99369
-24.91602,200,145.99369
-33.291054,200,145.99369
-54.73609,200,145.99369
-67.8352,200,145.99369
-34.864326,200,145.99369
-35.244972,200,145.99369
-86.27417,200,145.99369
-65.01748,200,145.99369
-36.61075,200,145.99369
-38.226784,200,145.99369
-30.735218,200,145.99369
-58.740383,200,145.99369
-70.76616,200,145.99369
-49.85999,200,145.99369
-44.258026,200,145.99369
-37.07137,200,145.99369
-45.774975,200,145.99369
-48.7027,200,145.99369
-37.63495,200,145.99369
-69.08734,200,145.99369
-41.329678,200,145.99369
-45.483856,200,145.99369
-32.158897,200,145.99369
-34.864124,200,145.99369
-57.435005,200,145.99369
-91.66517,200,145.99369
-43.152386,200,145.99369
-60.754574,200,145.99369
-77.38841,200,145.99369
-48.82358,200,145.99369
-58.329704,200,145.99369
-67.43899,200,145.99369
-41.859955,200,145.99369
-60.463806,200,145.99369
-70.26227,200,145.99369
-52.209007,200,145.99369
-33.713196,200,145.99369
-40.309334,200,145.99369
-62.3725,200,145.99369
-56.22514,200,145.99369
-34.275494,200,145.99369
-43.011257,200,145.99369
-41.498367,200,145.99369
-85.66394,200,145.99369
-51.681583,200,145.99369
-30.520363,200,145.99369
-59.32736,200,145.99369
-40.139027,200,145.99369
-42.107895,200,145.994695
-24.370296,200,145.994695
-44.903473,200,145.994695
-61.74672,200,145.994695
-45.529934,200,145.994695
-70.589264,200,145.994695
-29.166393,200,145.994695
-61.19841,200,145.994695
-75.64584,200,145.994695
-43.87505,200,145.994695
-46.243084,200,145.994695
-36.86637,200,145.994695
-80.71059,200,145.994695
-32.22555,200,145.994695
-39.162296,200,145.994695
-62.321724,200,145.994695
-42.116543,200,145.994695
-64.907875,200,145.994695
-55.792736,200,145.994695
-40.321266,200,145.994695
-55.42828,200,145.994695
-31.549719,200,145.994695
-47.102364,200,145.994695
-48.783386,200,145.994695
-65.486084,200,145.994695
-39.286644,200,145.994695
-51.92052,200,145.994695
-44.586285,200,145.994695
-53.74159,200,145.994695
-45.864555,200,145.994695
-64.693924,200,145.994695
-38.789215,200,145.994695
-51.75135,200,145.994695
-75.995804,200,145.9952
-59.58489,200,145.9952
-46.187946,200,145.9952
-34.826065,200,145.9952
-65.77296,200,145.9952
-69.669266,200,145.9952
-59.53312,200,145.9952
-38.569233,200,145.9952
-57.72355,200,145.9952
-52.700924,200,145.9952
-50.70528,200,145.9952
-86.92907,200,145.9952
-42.399395,200,145.9952
-56.957516,200,145.9952
-36.609764,200,145.9952
-59.994144,200,145.9952
-46.772163,200,145.9952
-33.152603,200,145.9952
-47.196743,200,145.9952
-42.646057,200,145.9952
-32.59732,200,145.9952
-82.763214,200,145.9952
-50.251072,200,145.9952
-44.847343,200,145.9952
-91.35002,200,145.9952
-71.81239,200,145.9952
-53.63303,200,145.9952
-40.57893,200,145.9952
-50.395763,200,145.9952
-31.564692,200,145.9952
-50.680466,200,145.9952
-65.07496,200,145.9952
-55.33104,200,145.9952
-41.768658,200,145.9952
-36.444515,200,145.9952
-77.18942,200,145.9952
-37.880554,200,145.9952
-77.52275,200,145.9952
-55.271767,200,145.9957
-46.404552,200,145.9957
-74.00848,200,145.9957
-93.35216,200,145.9957
-50.94951,200,145.9957
-66.02523,200,145.9957
-35.063408,200,145.9957
-69.179344,200,145.9957
-50.38246,200,145.9957
-51.87723,200,145.9957
-75.22465,200,145.9957
-55.06324,200,145.9957
-61.876396,200,145.9957
-51.439827,200,145.9957
-39.41,200,145.9957
-44.494907,200,145.9957
-40.955456,200,145.9957
-37.131756,200,145.9957
-60.334934,200,145.9957
-50.118168,200,145.9957
-45.14525,200,145.9957
-64.49103,200,145.996201
-77.45025,200,145.996701
-63.738697,200,145.996701
-55.466076,200,145.996701
-78.587326,200,145.996701
-45.62209,200,145.996701
-49.771984,200,145.996701
-38.471546,200,145.996701
-47.209034,200,145.996701
-51.904533,200,145.996701
-41.675625,200,145.996701
-57.978645,200,145.996701
-93.06943,200,145.996701
-54.0589,200,145.996701
-28.451063,200,145.996701
-68.0495,200,145.996701
-71.877686,200,145.996701
-32.64506,200,145.996701
-41.279602,200,145.996701
-43.58404,200,145.996701
-35.994457,200,145.996701
-42.521885,200,145.996701
-60.030357,200,145.996701
-30.606693,200,145.996701
-38.458282,200,145.996701
-42.535828,200,145.996701
-34.637783,200,145.996701
-45.798683,200,145.997205
-35.70757,200,145.997205
-60.54422,200,145.997205
-85.75258,200,145.997205
-41.70582,200,145.997205
-42.61939,200,145.997205
-49.19287,200,145.997205
-58.86694,200,145.997205
-37.163414,200,145.997205
-73.48364,200,145.997205
-41.37504,200,145.997205
-51.97977,200,145.997205
-38.49396,200,145.997205
-79.40452,200,145.997205
-29.482092,200,145.997205
-72.61096,200,145.997205
-71.55696,200,145.997205
-47.281845,200,145.997205
-27.457655,200,145.997205
-80.700455,200,145.997205
-38.315548,200,145.997205
-34.20291,200,145.997205
-43.00611,200,145.997205
-68.01231,200,145.997205
-61.386566,200,145.997205
-53.22584,200,145.997205
-45.417088,200,145.997205
-36.609665,200,145.997205
-41.086914,200,145.997205
-66.371574,200,145.997205
-49.276863,200,145.997205
-57.04537,200,145.997205
-35.415684,200,145.9977
-85.905716,200,145.9977
-50.614887,200,145.9977
-51.379055,200,145.9977
-51.323685,200,145.9977
-48.287735,200,145.9977
-70.525696,200,145.9977
-43.007908,200,145.9977
-29.993437,200,145.9977
-27.506845,200,145.9977
-34.77643,200,145.9977
-65.79866,200,145.9977
-55.84584,200,145.9977
-64.95524,200,145.9977
-83.45119,200,145.9977
-48.273663,200,145.9977
-30.625723,200,145.9977
-39.065884,200,145.9977
-41.90062,200,145.9977
-89.55902,200,145.9977
-50.4765,200,145.9977
-50.26704,200,145.9977
-52.01493,200,145.9977
-47.119774,200,145.9977
-41.235546,200,145.9977
-43.239216,200,145.9977
-58.17189,200,145.9977
-45.369247,200,145.9977
-51.53034,200,145.9977
-41.810593,200,145.9977
-51.99711,200,145.9977
-55.193806,200,145.9977
-38.277863,200,145.9982
-67.55974,200,145.9982
-33.702755,200,145.9982
-57.34363,200,145.9982
-33.294266,200,145.9982
-35.12285,200,145.9982
-53.08988,200,145.9982
-38.220325,200,145.9982
-50.890423,200,145.9982
-45.87259,200,145.9982
-85.77434,200,145.9982
-55.32014,200,145.9982
-30.18243,200,145.9982
-41.834305,200,145.9982
-59.696724,200,145.9982
-49.29198,200,145.9982
-62.056423,200,145.9982
-33.701607,200,145.9982
-55.680286,200,145.9982
-67.9294,200,145.9982
-35.738445,200,145.9982
-56.211197,200,145.9982
-77.84302,200,145.9982
-69.85035,200,145.9982
-69.99444,200,145.9982
-27.764671,200,145.9982
-40.529175,200,145.9982
-40.31968,200,145.9982
-61.630615,200,145.9982
-42.650272,200,145.9982
-41.89871,200,145.9982
-42.278385,200,145.9982
-64.19397,200,145.9982
-32.83083,200,145.9982
-60.039196,200,145.998701
-72.10129,200,145.998701
-86.37841,200,145.998701
-50.14744,200,145.998701
-69.12735,200,145.998701
-76.76534,200,145.998701
-53.369335,200,145.998701
-51.296764,200,145.998701
-43.838837,200,145.998701
-34.498375,200,145.998701
-36.62344,200,145.998701
-56.78437,200,145.998701
-55.439552,200,145.998701
-37.918503,200,145.998701
-63.505688,200,145.998701
-41.897293,200,145.998701
-50.287254,200,145.998701
-48.11324,200,145.998701
-31.694656,200,145.998701
-40.183952,200,145.998701
-51.44165,200,145.998701
-48.25505,200,145.998701
-44.27117,200,145.998701
-50.427147,200,145.998701
-75.92698,200,145.998701
-37.15549,200,145.998701
-36.540398,200,145.998701
-68.2219,200,145.998701
-32.0424,200,145.998701
-81.01679,200,145.998701
-64.678474,200,145.998701
-40.975113,200,145.998701
-29.183136,200,145.998701
-65.04134,200,145.998701
-64.546036,200,145.998701
-41.22002,200,145.9992
-53.6375,200,145.9992
-39.73006,200,145.9992
-43.636303,200,145.9992
-29.350887,200,145.9992
-82.06411,200,145.9992
-34.16792,200,145.9992
-35.39219,200,145.9992
-56.58028,200,145.9992
-58.66397,200,145.9992
-68.45397,200,145.9992
-49.256535,200,145.9992
-34.30018,200,145.9992
-56.740845,200,145.9992
-77.36814,200,145.9992
-48.00975,200,145.9992
-40.568127,200,145.9992
-70.944405,200,145.9992
-42.56512,200,145.9992
-41.688942,200,145.9992
-33.138817,200,145.9992
-57.015213,200,145.9992
-59.725708,200,145.9992
-62.78745,200,145.9992
-42.694664,200,145.9992
-51.484814,200,145.9992
-32.569767,200,145.9992
-41.848488,200,145.9992
-38.167255,200,145.9992
-59.606182,200,145.9992
-54.2908,200,145.9992
-56.23722,200,145.9992
-69.6238,200,145.9992
-30.514784,200,145.9992
-46.27381,200,145.9992
-41.18619,200,145.9992
-54.215427,200,145.999701
-61.21044,200,145.999701
-41.16508,200,145.999701
-52.411232,200,145.999701
-70.549286,200,145.999701
-58.69265,200,145.999701
-30.99495,200,145.999701
-84.83279,200,145.999701
-88.37538,200,145.999701
-43.165527,200,145.999701
-30.62085,200,145.999701
-57.953876,200,145.999701
-54.42351,200,145.999701
-64.632286,200,145.999701
-50.092934,200,145.999701
-34.84162,200,145.999701
-89.00581,200,145.999701
-33.194035,200,145.999701
-38.90655,200,145.999701
-37.233524,200,145.999701
-46.039078,200,145.999701
-56.035442,200,145.999701
-44.152782,200,145.999701
-31.310076,200,145.999701
-38.045296,200,145.999701
-69.96917,200,145.999701
-57.6718,200,145.999701
-31.85107,200,145.999701
-52.09417,200,145.999701
-55.6767,200,145.999701
-31.281021,200,145.999701
-45.311573,200,145.999701
-39.069893,200,145.999701
-58.50115,200,145.999701
-60.837357,200,145.999701
-59.949074,200,145.999701
-56.380253,200,146.0002
-40.809025,200,146.0002
-59.69151,200,146.0002
-52.40813,200,146.0002
-57.61698,200,146.0002
-52.14082,200,146.0002
-57.108513,200,146.0002
-36.521507,200,146.0002
-34.22895,200,146.0002
-82.21057,200,146.0002
-44.48729,200,146.0002
-63.085896,200,146.0002
-54.04114,200,146.0002
-32.026695,200,146.0002
-84.26704,200,146.0002
-53.52602,200,146.0002
-36.39873,200,146.0002
-48.12664,200,146.0002
-40.621857,200,146.0002
-33.8154,200,146.0002
-40.349007,200,146.0002
-35.010273,200,146.000701
-31.425644,200,146.000701
-81.533035,200,146.000701
-37.67276,200,146.000701
-71.79105,200,146.000701
-40.109108,200,146.000701
-44.298393,200,146.000701
-31.696884,200,146.000701
-66.58594,200,146.000701
-59.187263,200,146.000701
-28.397154,200,146.000701
-41.378437,200,146.000701
-40.709503,200,146.000701
-76.277596,200,146.000701
-78.21757,200,146.000701
-38.11393,200,146.000701
-36.400394,200,146.000701
-59.30843,200,146.000701
-45.97197,200,146.000701
-67.81046,200,146.000701
-39.701035,200,146.000701
-53.463703,200,146.000701
-51.0262,200,146.000701
-56.1017,200,146.000701
-47.912582,200,146.000701
-40.880627,200,146.000701
-70.53325,200,146.000701
-25.064377,200,146.000701
-83.31586,200,146.000701
-44.15641,200,146.000701
-45.936455,200,146.000701
-53.064774,200,146.000701
-58.42661,200,146.000701
-51.89769,200,146.000701
-37.932476,200,146.0012
-34.21037,200,146.0012
-83.65722,200,146.0012
-74.19854,200,146.0012
-43.36965,200,146.0012
-30.450064,200,146.0012
-40.992836,200,146.0012
-38.200714,200,146.0012
-78.25148,200,146.0012
-61.27491,200,146.0012
-62.990517,200,146.0012
-41.798557,200,146.0012
-60.686756,200,146.0012
-39.84352,200,146.0012
