train/approx_kl,eval/mean_reward,train/clip_fraction,time/total_timesteps,train/value_loss,train/explained_variance,eval/mean_ep_length,train/clip_range,eval/success_rate,train/learning_rate,train/std,train/loss,train/policy_gradient_loss,train/entropy_loss,train/n_updates
0.0060738577,-16.478871413320302,0.04739227294921875,999424,2.565572939813137,0.5719691514968872,91.95,0.2,0.1,0.00049082496,0.8482991456985474,1.0689445734024048,-0.002797705609918921,-2.5217848673462866,70
