#{"t_start": 1778444661.8013957, "env_id": "MujocoUR3PushSimpleEnv"}
r,l,t,is_success
-50.0,50,4.796372,False
-50.0,50,5.593704,False
-50.0,50,6.404115,False
-50.0,50,7.204488,False
-50.0,50,8.020968,False
-50.0,50,8.815374,False
-50.0,50,9.615305,False
-50.0,50,10.421626,False
-50.0,50,11.222258,False
-50.0,50,12.025219,False
-50.0,50,12.824926,False
-50.0,50,13.660743,False
-50.0,50,51.825646,False
-50.0,50,52.643643,False
-50.0,50,53.456268,False
-50.0,50,54.282081,False
-50.0,50,55.099827,False
-50.0,50,55.925409,False
-50.0,50,56.741836,False
-50.0,50,57.569057,False
-50.0,50,58.378469,False
-50.0,50,59.201499,False
-50.0,50,60.021832,False
-50.0,50,60.827137,False
-50.0,50,61.629086,False
-50.0,50,99.954847,False
-50.0,50,100.761232,False
-50.0,50,101.581731,False
-50.0,50,102.387022,False
-50.0,50,103.195916,False
-50.0,50,103.992372,False
-50.0,50,104.793649,False
-50.0,50,105.592878,False
-50.0,50,106.395205,False
-50.0,50,107.193359,False
-50.0,50,107.99145,False
-50.0,50,108.79763,False
-50.0,50,146.538808,False
-50.0,50,147.347268,False
-50.0,50,148.176908,False
-50.0,50,159.514586,False
-50.0,50,160.339425,False
-50.0,50,161.150697,False
-50.0,50,161.959428,False
-50.0,50,162.791933,False
-50.0,50,163.638072,False
