#{"t_start": 1778444661.9206948, "env_id": "MujocoUR3PushSimpleEnv"}
r,l,t,is_success
-50.0,50,4.676072,False
-50.0,50,5.476908,False
-50.0,50,6.284816,False
-50.0,50,7.084181,False
-50.0,50,7.90067,False
-50.0,50,8.692569,False
-50.0,50,9.494504,False
-50.0,50,10.302837,False
-50.0,50,11.101962,False
-50.0,50,11.90592,False
-50.0,50,12.705627,False
-50.0,50,13.539943,False
-50.0,50,51.705348,False
-50.0,50,52.525844,False
-50.0,50,53.337468,False
-50.0,50,54.163781,False
-50.0,50,54.97854,False
-50.0,50,55.807118,False
-50.0,50,56.619492,False
-50.0,50,57.448268,False
-50.0,50,58.259169,False
-50.0,50,59.082702,False
-50.0,50,59.904528,False
-50.0,50,60.707334,False
-50.0,50,61.511787,False
-50.0,50,99.836548,False
-50.0,50,100.641933,False
-50.0,50,101.461442,False
-50.0,50,102.264726,False
-50.0,50,103.077117,False
-50.0,50,103.869331,False
-50.0,50,104.67585,False
-50.0,50,105.47258,False
-50.0,50,106.275906,False
-50.0,50,107.07406,False
-50.0,50,107.87315,False
-50.0,50,108.678331,False
-50.0,50,146.421512,False
-50.0,50,147.227968,False
-50.0,50,148.057609,False
-50.0,50,159.398786,False
-50.0,50,160.220126,False
-50.0,50,161.031397,False
-50.0,50,161.839615,False
-50.0,50,162.673132,False
-50.0,50,163.517467,False
