train/approx_kl,train/clip_range,train/learning_rate,train/explained_variance,train/clip_fraction,time/total_timesteps,train/value_loss,train/loss,train/std,eval/success_rate,train/n_updates,eval/mean_ep_length,eval/mean_reward,train/policy_gradient_loss,train/entropy_loss
0.004877049,0.2,0.00048033920000000005,0.6591344475746155,0.05267410278320313,1999872,13.307969999313354,6.7278056144714355,0.8152047395706177,0.0,150,100.0,-22.39468292593956,-0.003299036302632885,-2.4356157779693604
0.0073245093,0.2,0.0004606784,0.8350442796945572,0.08657073974609375,3999744,15.787713554501533,7.867915630340576,0.6262861490249634,0.3,300,75.5,-8.725767793133855,-0.004189004748150182,-1.9064809191972016
