#{"t_start": 1780264774.414399, "env_id": "MujocoUR3PushSimpleEnv"}
r,l,t,is_success
-14.501468,100,7.183051,False
-14.310837,100,8.642781,False
-20.357613,100,10.055276,False
-16.497408,100,11.530012,False
-21.926213,100,12.978085,False
-27.195826,100,14.393774,False
-16.901363,100,15.836723,False
-26.845913,100,17.246871,False
-22.858279,100,18.65311,False
-13.570992,100,20.071444,False
-16.380285,100,21.473333,False
-26.711601,100,22.878437,False
-23.558175,100,24.300793,False
-19.507984,100,25.738358,False
-18.446286,100,27.116362,False
-13.80835,100,28.553391,False
-19.895203,100,29.917145,False
-17.344509,100,31.33666,False
-16.32438,100,32.782054,False
-13.05206,100,34.153924,False
-17.429107,100,47.709992,False
-18.280834,100,49.220166,False
-7.161239,100,50.666236,False
-12.260275,100,52.104857,False
-13.164681,100,53.558027,False
-33.578482,100,55.014199,False
-29.837294,100,56.440928,False
-34.573394,100,57.853009,False
-25.54749,100,59.142852,False
-19.191875,100,60.28289,False
-24.130975,100,61.389772,False
-14.272434,100,62.481016,False
-27.015397,100,63.572662,False
-12.674694,100,64.675096,False
-15.904242,100,65.810112,False
-6.095307,100,66.916327,False
-9.64252,100,67.971425,False
-32.707372,100,69.066599,False
-15.155584,100,70.146395,False
-9.161248,100,71.719712,False
-23.624652,100,85.576957,False
-17.086323,100,86.84891,False
-15.103568,100,88.114305,False
-17.182176,100,89.515056,False
-27.818576,100,91.019718,False
-20.043397,100,92.394311,False
-19.860835,100,93.866815,False
-10.872697,100,95.346285,False
-33.966503,100,97.15552,False
-23.507692,100,98.804736,False
-6.638407,100,100.284763,False
-9.218586,100,101.782751,False
-13.455042,100,103.248485,False
-17.791657,100,104.677219,False
-23.080811,100,106.142521,False
-38.178911,100,107.563687,False
-25.520409,100,109.012808,False
-15.150749,100,110.516514,False
-30.738526,100,111.961888,False
-28.205967,100,113.43843,False
-18.547691,100,114.866153,False
-19.866465,100,128.383267,False
-18.407058,100,129.848658,False
-36.099901,100,131.358092,False
-19.204166,100,132.807264,False
-25.297377,100,134.310864,False
-22.618333,100,135.813124,False
-30.1942,100,137.259513,False
-16.70472,100,138.744067,False
-33.057526,100,140.161853,False
-28.750086,100,141.618711,False
-9.537962,100,143.133987,False
-21.404202,100,144.376474,False
-11.610165,100,145.582536,False
-10.032453,100,146.931309,False
-4.883488,100,148.243703,False
-21.469005,100,149.642133,False
-10.930326,100,150.933483,False
-14.253701,100,152.466176,False
-22.87453,100,153.984654,False
-15.726586,100,155.442748,False
-7.059105,100,169.246064,False
-17.364789,100,170.750014,False
-23.40331,100,172.258664,False
-24.4308,100,173.703767,False
-20.123433,100,175.211945,False
-12.802704,100,176.694094,False
-12.297845,100,178.216063,False
-30.538396,100,179.699085,False
-12.104725,100,181.157111,False
-15.876762,100,182.650898,False
-15.842955,100,184.14897,False
-12.105903,100,185.596374,False
-15.574583,100,187.128449,False
-27.471947,100,188.605455,False
-25.80181,100,190.077658,False
-21.561892,100,191.556858,False
-22.301553,100,193.062156,False
-9.647933,100,194.550934,False
-12.81616,100,195.987611,False
-18.884646,100,197.488012,False
-24.071377,100,198.955423,False
-8.753953,100,212.563665,False
-16.021079,100,214.09554,False
-16.926641,100,215.651307,False
-17.329698,100,217.165794,False
-26.020145,100,218.518523,False
-15.065027,100,219.801245,False
-22.376856,100,220.937197,False
-14.837363,100,222.43087,False
-16.869432,100,224.037785,False
-21.586644,100,225.650616,False
-20.980022,100,227.039107,False
-14.63354,100,228.350214,False
-6.793199,100,229.664416,False
-3.506909,100,230.968792,True
-21.962664,100,232.241684,False
-13.367703,100,233.50531,False
-5.204449,100,234.753424,False
-11.568352,100,236.034028,False
-15.828058,100,237.292073,False
-18.276272,100,238.516101,False
-20.524176,100,251.157378,False
-11.006224,100,252.386131,False
-22.593834,100,253.619864,False
-15.361266,100,254.910173,False
-13.107575,100,256.173182,False
-19.875308,100,257.423318,False
-38.373365,100,258.656171,False
-10.944557,100,259.923346,False
-26.438003,100,261.223775,False
-21.962778,100,262.511528,False
-19.327353,100,263.758787,False
-11.696804,100,265.001372,False
-19.779495,100,266.271544,False
-30.273493,100,267.532267,False
-6.798906,100,268.748101,False
-22.231461,100,270.037596,False
-17.679688,100,271.294837,False
-14.849947,100,272.557514,False
-2.791558,100,273.801741,True
-27.630812,100,275.058959,False
-20.194627,100,276.337224,False
-18.58472,100,288.629756,False
-34.291591,100,289.864813,False
-29.621649,100,291.145255,False
-8.263869,100,292.392334,False
-13.994227,100,293.624748,False
-13.361779,100,294.893134,False
-14.010267,100,296.142676,False
-18.62909,100,297.373235,False
-14.419831,100,298.634748,False
-10.256042,100,299.899937,False
-18.528237,100,301.175888,False
-21.537612,100,302.43509,False
-18.041284,100,303.694868,False
-18.162755,100,304.986181,False
-22.667271,100,306.226108,False
-17.318357,100,307.452525,False
-27.713567,100,308.70407,False
-12.888545,100,309.977787,False
-29.90347,100,311.279475,False
-19.661144,100,312.552906,False
-23.074108,100,325.46699,False
-25.146645,100,326.72704,False
-23.862065,100,328.005532,False
-13.224561,100,329.242605,False
-20.03421,100,330.503514,False
-25.298047,100,331.791114,False
-26.232871,100,333.042788,False
-22.561656,100,334.339714,False
-15.781555,100,335.604599,False
-25.164327,100,336.846923,False
-16.381204,100,338.123496,False
-11.25542,100,339.351251,False
-17.504301,100,340.622802,False
-8.560086,100,341.91949,False
-13.02098,100,343.151148,False
-18.895338,100,344.410562,False
-40.867402,100,345.673362,False
-24.622401,100,346.940663,False
-11.628977,100,348.387841,False
-8.999393,100,349.513834,False
-23.85798,100,350.544714,False
-15.745775,100,356.508049,False
-28.202438,100,357.509386,False
-5.239424,100,358.510205,False
-14.347846,100,359.500901,False
-20.223097,100,360.495796,False
-22.500915,100,361.498875,False
-12.145309,100,362.515892,False
-25.029641,100,363.531057,False
-7.986412,100,364.545315,False
-11.143617,100,365.546992,False
-21.020129,100,367.057499,False
-3.190345,100,368.510955,True
-25.025598,100,369.918858,False
-17.929578,100,371.171145,False
-18.774415,100,372.427161,False
-19.515919,100,373.633297,False
-12.608133,100,374.873574,False
-14.594452,100,376.180721,False
-9.072035,100,377.425503,False
-14.154728,100,378.69077,False
-25.221756,100,391.385434,False
-15.328111,100,392.623807,False
-24.44043,100,393.877646,False
-22.227751,100,395.11587,False
-16.001282,100,396.35386,False
-11.772887,100,397.603017,False
-18.455737,100,398.839586,False
-8.180507,100,400.109052,False
-25.536672,100,401.335987,False
-29.864511,100,402.566113,False
-25.107648,100,403.817316,False
-25.02043,100,405.028696,False
-27.31413,100,406.275794,False
-12.105715,100,407.510573,False
-31.872987,100,408.734006,False
-21.936464,100,409.956239,False
-12.57515,100,411.222549,False
-10.407801,100,412.459029,False
-15.278446,100,413.705307,False
-15.959979,100,414.930444,False
-23.709765,100,416.179794,False
-14.5247,100,429.041959,False
-13.370966,100,430.283773,False
-13.730989,100,431.554553,False
-18.235434,100,432.853373,False
-40.971506,100,434.132392,False
-29.045844,100,435.391174,False
-8.758714,100,436.675263,False
-12.91951,100,437.912142,False
-22.035148,100,439.144511,False
-30.798418,100,440.399966,False
-12.599441,100,441.614665,False
-24.208548,100,442.875241,False
-18.68311,100,444.142159,False
-25.465345,100,445.351085,False
-31.788687,100,446.593554,False
-27.010401,100,447.823149,False
-15.217093,100,449.072529,False
-18.766111,100,450.325779,False
-7.978994,100,451.598387,False
-22.488377,100,452.867461,False
-11.278463,100,465.21979,False
-11.924032,100,466.529261,False
-15.131088,100,467.819422,False
-14.23326,100,469.088652,False
-32.529207,100,470.384946,False
-8.257687,100,555.704415,False
-23.820408,100,556.720856,False
-18.367422,100,557.774806,False
-21.279775,100,558.775577,False
-31.731282,100,559.771719,False
-14.289531,100,560.791601,False
-15.391184,100,561.794333,False
-21.125099,100,562.788909,False
-15.622762,100,563.797009,False
-13.853368,100,564.805829,False
-20.460865,100,565.833474,False
-20.786921,100,566.855356,False
-8.316236,100,567.859074,False
-22.518006,100,569.054438,False
-12.59941,100,570.513861,False
-20.039818,100,571.91536,False
-3.861089,100,579.358582,False
-13.679738,100,580.42704,False
-4.881531,100,581.560896,False
-22.452547,100,582.679607,False
-28.345323,100,583.795026,False
-23.584969,100,584.898378,False
-22.123687,100,585.979511,False
-21.192443,100,587.037755,False
-22.042774,100,588.204466,False
-30.639043,100,589.277116,False
-26.849065,100,590.350112,False
-26.842089,100,591.397697,False
-28.461797,100,592.475851,False
-15.912131,100,593.546244,False
-28.520203,100,594.630293,False
-9.664726,100,595.721038,False
-13.626253,100,596.789486,False
