#{"t_start": 1780264774.4259205, "env_id": "MujocoUR3PushSimpleEnv"}
r,l,t,is_success
-29.660364,100,7.174028,False
-20.495616,100,8.63076,False
-26.671575,100,10.046285,False
-12.371178,100,11.520501,False
-20.614155,100,12.967566,False
-27.259034,100,14.383254,False
-25.175239,100,15.825704,False
-12.452602,100,17.236849,False
-14.98489,100,18.642583,False
-7.685822,100,20.058412,False
-22.172335,100,21.462312,False
-19.351006,100,22.86592,False
-32.41066,100,24.289272,False
-21.593975,100,25.726353,False
-15.843797,100,27.103838,False
-11.029999,100,28.54287,False
-38.611271,100,29.904621,False
-33.434804,100,31.325138,False
-18.14447,100,32.771027,False
-26.621789,100,34.142402,False
-23.212732,100,47.69847,False
-19.374803,100,49.207647,False
-17.624369,100,50.654714,False
-26.074457,100,52.093835,False
-31.252769,100,53.547505,False
-18.730646,100,55.002677,False
-10.556771,100,56.429407,False
-9.297803,100,57.840987,False
-17.710907,100,59.130831,False
-6.259005,100,60.271369,False
-28.483786,100,61.378251,False
-30.610997,100,62.469495,False
-24.007445,100,63.561641,False
-17.536174,100,64.665071,False
-17.788227,100,65.79809,False
-38.405708,100,66.904806,False
-12.556733,100,67.960403,False
-33.721532,100,69.056078,False
-19.07142,100,70.136052,False
-31.966566,100,71.707179,False
-12.258482,100,85.565435,False
-12.89235,100,86.837389,False
-19.508143,100,88.102284,False
-14.934147,100,89.503534,False
-17.116221,100,91.008196,False
-20.116415,100,92.383289,False
-15.675137,100,93.854794,False
-29.084647,100,95.332763,False
-18.520265,100,97.143998,False
-25.501416,100,98.792216,False
-29.25073,100,100.272246,False
-33.922839,100,101.77323,False
-35.204667,100,103.235441,False
-31.460715,100,104.665697,False
-28.410831,100,106.129,False
-23.017793,100,107.552166,False
-24.397737,100,109.002285,False
-15.127851,100,110.505496,False
-11.746144,100,111.950366,False
-22.250449,100,113.427408,False
-12.117527,100,114.856638,False
-25.295031,100,128.370745,False
-19.362781,100,129.837137,False
-26.808295,100,131.345057,False
-33.29768,100,132.794236,False
-16.417452,100,134.298842,False
-31.918838,100,135.799604,False
-29.116305,100,137.247991,False
-19.681168,100,138.732546,False
-22.382336,100,140.149829,False
-29.642436,100,141.606732,False
-25.548158,100,143.122966,False
-23.548774,100,144.365952,False
-19.757042,100,145.573015,False
-9.636675,100,146.920288,False
-31.210248,100,148.232682,False
-24.521947,100,149.632113,False
-8.455336,100,150.91996,False
-21.303188,100,152.455153,False
-30.780151,100,153.972624,False
-7.274683,100,155.433726,False
-19.970604,100,169.233541,False
-23.327369,100,170.737486,False
-19.096308,100,172.250169,False
-20.579555,100,173.692245,False
-37.771948,100,175.199432,False
-33.588175,100,176.682572,False
-16.666102,100,178.204542,False
-23.890935,100,179.689074,False
-26.956957,100,181.144584,False
-12.930417,100,182.637365,False
-10.351562,100,184.137448,False
-9.104507,100,185.585854,False
-20.787376,100,187.117427,False
-14.172178,100,188.595437,False
-19.942507,100,190.065133,False
-10.350984,100,191.545845,False
-34.06488,100,193.051946,False
-18.728283,100,194.541413,False
-14.625874,100,195.974589,False
-19.892988,100,197.47649,False
-19.389951,100,198.942903,False
-13.001147,100,212.551643,False
-15.677258,100,214.082518,False
-10.156001,100,215.640289,False
-18.483167,100,217.157273,False
-16.525491,100,218.5085,False
-23.688653,100,219.790231,False
-23.259274,100,220.926676,False
-20.022783,100,222.419847,False
-17.11607,100,224.024242,False
-20.199253,100,225.638596,False
-24.306876,100,227.028088,False
-17.896837,100,228.339692,False
-13.661464,100,229.652395,False
-40.134492,100,230.956271,False
-29.41215,100,232.229663,False
-11.863347,100,233.492789,False
-23.982276,100,234.741403,False
-27.808117,100,236.020506,False
-5.39636,100,237.280551,True
-23.301529,100,238.504579,False
-20.296147,100,251.145856,False
-17.941093,100,252.373609,False
-26.028011,100,253.608843,False
-19.072895,100,254.897651,False
-15.976206,100,256.160132,False
-17.211575,100,257.413304,False
-14.765797,100,258.64465,False
-16.397047,100,259.910325,False
-18.789251,100,261.211754,False
-25.85567,100,262.500507,False
-14.714277,100,263.746764,False
-12.982827,100,264.98985,False
-24.851526,100,266.260022,False
-27.413735,100,267.5187,False
-33.282445,100,268.73808,False
-24.987731,100,270.024561,False
-22.510075,100,271.281636,False
-15.650892,100,272.546994,False
-19.70722,100,273.789719,False
-27.715352,100,275.049433,False
-20.563536,100,276.32671,False
-19.745609,100,288.618235,False
-13.530381,100,289.853292,False
-15.492925,100,291.132226,False
-23.128197,100,292.38131,False
-11.234816,100,293.613227,False
-19.140237,100,294.880111,False
-11.661104,100,296.131154,False
-23.69512,100,297.361215,False
-11.95835,100,298.623227,False
-10.764352,100,299.890913,False
-26.260856,100,301.163361,False
-26.19703,100,302.423069,False
-16.460226,100,303.680845,False
-16.110125,100,304.974164,False
-18.111012,100,306.216609,False
-9.738806,100,307.442006,False
-16.764892,100,308.692048,False
-7.147417,100,309.964256,False
