#{"t_start": 1780264774.416407, "env_id": "MujocoUR3PushSimpleEnv"}
r,l,t,is_success
-17.25381,100,7.183542,False
-25.277396,100,8.639273,False
-6.192897,100,10.055798,False
-17.134717,100,11.530014,False
-26.876191,100,12.976576,False
-23.400278,100,14.393267,False
-25.253877,100,15.835217,False
-27.998409,100,17.24587,False
-18.17045,100,18.653268,False
-22.303921,100,20.069435,False
-17.500734,100,21.470825,False
-7.52782,100,22.876428,False
-19.610459,100,24.297781,False
-22.918961,100,25.737312,False
-29.207492,100,27.113351,False
-17.734549,100,28.551881,False
-21.54026,100,29.913634,False
-12.635425,100,31.334152,False
-19.419396,100,32.781049,False
-27.525424,100,34.152415,False
-21.136167,100,47.707984,False
-21.04613,100,49.217659,False
-17.013253,100,50.664227,False
-27.081441,100,52.103349,False
-21.484273,100,53.555517,False
-20.671335,100,55.011188,False
-20.062722,100,56.437414,False
-19.531815,100,57.850001,False
-42.240826,100,59.140844,False
-12.482913,100,60.280882,False
-24.699125,100,61.386763,False
-13.063034,100,62.479511,False
-18.670126,100,63.570654,False
-29.494725,100,64.674584,False
-29.710852,100,65.808104,False
-35.819392,100,66.913319,False
-20.555187,100,67.970916,False
-22.289231,100,69.065592,False
-22.883847,100,70.145064,False
-17.944595,100,71.717703,False
-37.41055,100,85.575746,False
-20.180323,100,86.845902,False
-27.796946,100,88.112297,False
-21.624166,100,89.513546,False
-13.920745,100,91.01721,False
-19.174875,100,92.392303,False
-14.68031,100,93.864806,False
-10.197178,100,95.342277,False
-9.898468,100,97.152509,False
-13.961364,100,98.801729,False
-22.19782,100,100.283257,False
-31.925628,100,101.782743,False
-18.183604,100,103.246477,False
-12.676686,100,104.675211,False
-12.061808,100,106.140016,False
-14.985825,100,107.561176,False
-13.917535,100,109.012296,False
-28.313589,100,110.513506,False
-25.857148,100,111.963884,False
-12.054458,100,113.434911,False
-26.774448,100,114.865144,False
-30.646796,100,128.381758,False
-34.364857,100,129.848151,False
-9.464044,100,131.355577,False
-17.818743,100,132.805256,False
-25.479361,100,134.307352,False
-15.078845,100,135.809617,False
-19.305719,100,137.255874,False
-23.200011,100,138.74278,False
-35.933488,100,140.158843,False
-18.669482,100,141.616245,False
-27.848521,100,143.130979,False
-14.465934,100,144.375466,False
-14.775954,100,145.582028,False
-22.687894,100,146.930301,False
-11.901969,100,148.241695,False
-13.8851,100,149.641124,False
-32.060881,100,150.932474,False
-22.327226,100,152.462667,False
-17.952216,100,153.983139,False
-26.648193,100,155.44274,False
-34.48141,100,169.245056,False
-17.872388,100,170.746498,False
-30.910297,100,172.259181,False
-16.592006,100,173.701758,False
-22.074693,100,175.208946,False
-11.387414,100,176.692586,False
-19.511432,100,178.215054,False
-15.702516,100,179.696573,False
-12.978238,100,181.153599,False
-16.68378,100,182.647883,False
-23.107527,100,184.148973,False
-15.388455,100,185.593866,False
-21.757999,100,187.126441,False
-30.101423,100,188.605456,False
-30.847495,100,190.074148,False
-15.790777,100,191.555859,False
-36.72474,100,193.060148,False
-24.052286,100,194.549925,False
-28.449138,100,195.985104,False
-19.764671,100,197.485503,False
-20.780757,100,198.951417,False
-28.270956,100,212.563657,False
-10.047498,100,214.093032,False
-11.792549,100,215.649299,False
-4.1237,100,217.165786,False
-17.65306,100,218.517515,False
-19.037845,100,219.800237,False
-22.873313,100,220.936189,False
-12.891594,100,222.426356,False
-18.942039,100,224.032751,False
-32.719245,100,225.648608,False
-12.877656,100,227.038599,False
-22.497283,100,228.348706,False
-31.475518,100,229.660418,False
-27.20991,100,230.966784,False
-19.129558,100,232.239676,False
-15.708501,100,233.501803,False
-18.818175,100,234.749419,False
-28.624728,100,236.03202,False
-35.217628,100,237.291049,False
-19.524854,100,238.514092,False
-35.863084,100,251.15537,False
-35.866222,100,252.383627,False
-21.990025,100,253.618356,False
-18.907298,100,254.907663,False
-21.979983,100,256.170676,False
-26.636957,100,257.42181,False
-16.801211,100,258.653163,False
-20.578856,100,259.919838,False
-33.597278,100,261.220267,False
-18.49196,100,262.51002,False
-23.709856,100,263.755777,False
-21.994592,100,264.997863,False
-26.596417,100,266.268034,False
-7.582068,100,267.52975,False
-25.53962,100,268.747093,False
-17.564011,100,270.034075,False
-26.837061,100,271.293481,False
-15.925671,100,272.556007,False
-28.292328,100,273.800733,False
-15.673956,100,275.058446,False
-33.119249,100,276.335216,False
-20.355488,100,288.627248,False
-9.087217,100,289.862805,False
-10.280377,100,291.143246,False
-36.180386,100,292.391324,False
-13.052913,100,293.623248,False
-5.976577,100,294.892498,False
-28.686922,100,296.139665,False
-12.883117,100,297.372726,False
-18.757883,100,298.63324,False
-12.141345,100,299.900426,False
-25.777701,100,301.173879,False
-15.763167,100,302.432081,False
-21.137775,100,303.693857,False
-20.152561,100,304.984173,False
-22.018318,100,306.225622,False
-24.930529,100,307.451016,False
-9.432387,100,308.701061,False
-21.263383,100,309.975779,False
-20.800264,100,311.277467,False
-6.051897,100,312.550897,False
-16.668363,100,325.465987,False
-37.483234,100,326.724025,False
-18.972473,100,328.003523,False
-13.983536,100,329.240597,False
-25.613737,100,330.502009,False
-21.995461,100,331.787606,False
-8.275858,100,333.042067,False
-21.230896,100,334.337213,False
