train/n_updates,train/ent_coef,time/time_elapsed,train/learning_rate,train/critic_loss,time/fps,train/actor_loss,rollout/success_rate,time/total_timesteps,train/ent_coef_loss,time/episodes,eval/mean_ep_length,eval/success_rate,eval/mean_reward
146768,0.00029187622567405924,2426,0.0003,0.006497680384200066,246,2.8090173602104187,0.31,597120,-0.6378357820212841,3328,,,
149536,0.00031052552367327735,2470,0.0003,0.004520500275248196,246,2.79703888297081,0.29,608192,2.965307753533125,3392,,,
151984,0.00032185800046136137,2511,0.0003,0.006557720131240785,246,2.7922173142433167,0.27,617984,-0.657700615003705,3456,,,
154032,0.0003308954001113307,2546,0.0003,0.009008059103507549,245,2.7813722789287567,0.3,626176,-0.17979966383427382,3520,,,
156448,0.00030713824526173994,2586,0.0003,0.00640705422119936,245,2.784298896789551,0.3,635840,-0.8838250217959285,3584,,,
159264,0.00030284918102552183,2632,0.0003,0.003743330671568401,245,2.77917517721653,0.27,647104,-0.5886122141964734,3648,,,
161504,0.0003112014546786668,2669,0.0003,0.006353031862090575,245,2.7885631024837494,0.29,656064,1.1510394783690572,3712,,,
163824,0.00030019801852176897,2707,0.0003,0.010807232254592236,245,2.791712924838066,0.35,665344,-0.859631298109889,3776,,,
165920,0.00031661116918257903,2743,0.0003,0.005670672191627091,245,2.761245831847191,0.33,673728,0.6564549589529634,3840,,,
168352,0.0003316166748845717,2783,0.0003,0.005450341806863435,245,2.804384782910347,0.35,683456,0.4201649250462651,3904,,,
170720,0.0003491891948215198,2823,0.0003,0.005839786506840028,245,2.781745359301567,0.34,692928,0.6833012755960226,3968,,,
172672,0.0003614124725572765,2855,0.0003,0.005022334138629958,245,2.759394884109497,0.36,700736,0.6942873951047659,4032,,,
175520,0.0003541283222148195,2902,0.0003,0.00779735859396169,245,2.7573002129793167,0.3,712128,2.113822489976883,4096,,,
177200,0.0003671683825814398,2931,0.0003,0.006451988851040369,245,2.755544498562813,0.4,718848,1.4644425939768553,4160,,,
179280,0.00039706973257125355,2966,0.0003,0.005266879561531823,245,2.7154053300619125,0.4,727168,0.7511972915381193,4224,,,
181648,0.00042953811498591676,3007,0.0003,0.004426860794410459,244,2.7415485233068466,0.35,736640,-1.0973458364605904,4288,,,
183264,0.0004101747617824003,3034,0.0003,0.004419295168190729,244,2.7242609709501266,0.43,743104,-0.18275016080588102,4352,,,
185680,0.0004523898824118078,3073,0.0003,0.005857700452907011,244,2.7289516031742096,0.43,752768,1.3747328408062458,4416,,,
188160,0.0004641214018192841,3115,0.0003,0.009010727415443398,244,2.7037782073020935,0.37,762688,1.2876538001000881,4480,,,
189472,0.00048329049786843825,3139,0.0003,0.005913937206059927,244,2.712112843990326,0.44,767936,0.46678293496370316,4544,,,
191360,0.0004776336718350649,3170,0.0003,0.0026855565738514997,244,2.683075949549675,0.58,775488,-0.1771672423928976,4608,,,
193456,0.00048661040636943653,3206,0.0003,0.006354058379656635,244,2.67245389521122,0.45,783872,-0.44211940933018923,4672,,,
195024,0.000522395897860406,3234,0.0003,0.008031424942601006,244,2.656052052974701,0.51,790144,1.910623636096716,4736,,,
196880,0.0005882370605831966,3266,0.0003,0.008168990112608299,244,2.5852289497852325,0.54,797568,1.3432648880407214,4800,,,
198528,0.000749253489630064,3295,0.0003,0.005497874662978575,244,2.56477752327919,0.52,804160,0.9219496604055166,4864,,,
200320,0.0009481777451583184,3326,0.0003,0.01017205754033057,243,2.485288053750992,0.53,811328,-1.2048173621296883,4928,,,
202128,0.00113173526187893,3358,0.0003,0.010855120584892575,243,2.4313171207904816,0.5,818560,-0.04158223886042833,4992,,,
204096,0.000904343840375077,3393,0.0003,0.009322107667685486,243,2.4091628193855286,0.5,826432,-0.5364552540704608,5056,,,
205760,0.0007704395829932764,3421,0.0003,0.00771000976965297,243,2.425623193383217,0.49,833088,0.9192076195031404,5120,,,
207760,0.0007409615536744241,3455,0.0003,0.007804177083016839,243,2.4310934841632843,0.46,841088,-0.5745758572593331,5184,,,
209904,0.000729847091861302,3492,0.0003,0.004936767589242663,243,2.451032370328903,0.48,849664,0.2246497217565775,5248,,,
211216,0.0007744253707642201,3515,0.0003,0.006622627544857096,243,2.430290848016739,0.5,854912,0.46943044662475586,5312,,,
213312,0.0009293062539654784,3550,0.0003,0.010264773991366383,243,2.408268228173256,0.51,863296,-0.3404921218752861,5376,,,
214576,0.0009596279996912926,3573,0.0003,0.007094369051628746,243,2.4224338233470917,0.51,868352,0.5042241606861353,5440,,,
216304,0.0009806638336158358,3603,0.0003,0.007938221810036339,242,2.3841768503189087,0.59,875264,-0.4272408401593566,5504,,,
218240,0.0009204822854371741,3636,0.0003,0.00788687991007464,242,2.3794673532247543,0.49,883008,-1.0893587209284306,5568,,,
220304,0.000902565021533519,3682,0.0003,0.007542285791714676,242,2.365030452609062,0.49,891264,-0.6768116876482964,5632,,,
221840,0.0008987788642116357,3729,0.0003,0.005859293138200883,240,2.3596529215574265,0.49,897408,0.6077306484803557,5696,,,
224176,0.0008723687933525071,3791,0.0003,0.0070780154564999975,239,2.3391437381505966,0.48,906752,-0.06176176480948925,5760,,,
225344,0.0008195586488000117,3824,0.0003,0.008814969405648299,238,2.334940180182457,0.49,911424,-0.24837271310389042,5824,,,
227312,0.0008179945689335,3879,0.0003,0.004813824416487478,236,2.364155560731888,0.63,919296,-0.3207638617604971,5888,,,
228880,0.0007823512532922905,3925,0.0003,0.009054366219061194,235,2.333869591355324,0.53,925568,0.30631620856001973,5952,,,
230944,0.000760458813601872,3960,0.0003,0.009658224444137886,235,2.3666894882917404,0.5,933824,0.045738741755485535,6016,,,
232352,0.0007737556734355167,3986,0.0003,0.007135532374377362,235,2.347614198923111,0.54,939456,-0.23064937256276608,6080,,,
233712,0.0008362841763300821,4010,0.0003,0.011013745548552833,235,2.338406354188919,0.67,944896,-0.3780973805114627,6144,,,
235360,0.0008505497389705852,4038,0.0003,0.008166006635292433,235,2.301373317837715,0.59,951488,0.15404441766440868,6208,,,
236976,0.0008969952250481583,4066,0.0003,0.008826892408251297,235,2.310382843017578,0.56,957952,-0.6817807611078024,6272,,,
238528,0.0008623643407190684,4094,0.0003,0.011130877937830519,235,2.2862104326486588,0.55,964160,0.38774634152650833,6336,,,
240368,0.0008379953105759341,4125,0.0003,0.005228502879617736,235,2.301630139350891,0.57,971520,-5.7758763432502747e-05,6400,,,
241728,0.0008096594574453775,4149,0.0003,0.0058984087881981395,235,2.276770696043968,0.59,976960,0.33796043135225773,6464,,,
243072,0.0008537139146937989,4173,0.0003,0.011276942444965243,235,2.2520474940538406,0.65,982336,0.46817842312157154,6528,,,
244704,0.000872244083439,4201,0.0003,0.0066348040745651815,235,2.272028237581253,0.62,988864,0.07635937165468931,6592,,,
245904,0.0008206169186451007,4223,0.0003,0.007743694117380073,235,2.2424942404031754,0.65,993664,0.8732893168926239,6656,,,
247488,0.0008437026881438214,,0.0003,0.00979760892005288,,2.229135200381279,,1000000,1.063786467537284,,103.0,0.6,-20.895524070039393
,,4343,,,230,,0.68,1000000,,6720,,,
249088,0.0008061091648414731,4372,0.0003,0.00852684418350691,230,2.2655945867300034,0.6,1006400,0.9072164818644524,6784,,,
250592,0.0009268548310501501,4398,0.0003,0.009793740893655922,230,2.2803011387586594,0.6,1012416,0.9258095100522041,6848,,,
252272,0.0008887476724339649,4427,0.0003,0.009185564689687453,230,2.2437609136104584,0.58,1019136,0.5890640169382095,6912,,,
253280,0.000913708056032192,4445,0.0003,0.010192630208621267,230,2.2408633083105087,0.65,1023168,-0.054910700768232346,6976,,,
255184,0.0009087475082196761,4478,0.0003,0.010702530955313705,230,2.220121920108795,0.7,1030784,0.26088940165936947,7040,,,
256416,0.0009116960645769723,4500,0.0003,0.009953499800758436,230,2.2091765105724335,0.57,1035712,-0.6312172524631023,7104,,,
257520,0.000930575388338184,4519,0.0003,0.007608621534018312,230,2.2581745982170105,0.67,1040128,0.754239259287715,7168,,,
259024,0.0009383255674038082,4547,0.0003,0.009370462386868894,230,2.199101537466049,0.7,1046144,-0.25004053954035044,7232,,,
260288,0.0010238248942187056,4570,0.0003,0.009551343697239645,229,2.1893254220485687,0.67,1051200,0.13249204866588116,7296,,,
261872,0.00097859266679734,4597,0.0003,0.007459622764145024,230,2.160658434033394,0.68,1057536,-0.6624957248568535,7360,,,
263072,0.000971238907368388,4619,0.0003,0.009188864874886349,229,2.1614255160093307,0.69,1062336,-0.3044857019558549,7424,,,
264288,0.0009816147503443062,4641,0.0003,0.012423520063748583,229,2.165850132703781,0.68,1067200,0.2194896601140499,7488,,,
265424,0.0010209413740085438,4662,0.0003,0.008115838034427725,229,2.171431452035904,0.72,1071744,-0.03246121481060982,7552,,,
266576,0.0010435515432618558,4684,0.0003,0.007519889382820111,229,2.1525427997112274,0.77,1076352,-0.5735891591757536,7616,,,
267776,0.0010769059372250922,4705,0.0003,0.012482382779126056,229,2.115945413708687,0.73,1081152,0.12332382146269083,7680,,,
268800,0.0011233776094741188,4724,0.0003,0.00835096012451686,229,2.1205898821353912,0.73,1085248,-0.7495334707200527,7744,,,
270064,0.0011107228201581165,4746,0.0003,0.009775475940841716,229,2.093073792755604,0.74,1090304,-0.37985815620049834,7808,,,
271200,0.0011304489671601914,4767,0.0003,0.008646990216220729,229,2.0849547386169434,0.73,1094848,-0.22842909954488277,7872,,,
272224,0.0012481114463298582,4786,0.0003,0.013105926562275272,229,2.0841264352202415,0.74,1098944,-0.42596855014562607,7936,,,
273424,0.0012146303415647708,4808,0.0003,0.010152789342100732,229,2.057588830590248,0.78,1103744,-0.6565429084002972,8000,,,
274512,0.0011815317193395458,4828,0.0003,0.0073695460669114254,229,2.0599106028676033,0.74,1108096,0.019840841181576252,8064,,,
