train/clip_range,time/total_timesteps,train/n_updates,eval/mean_ep_length,eval/mean_reward,eval/success_rate,train/value_loss,train/entropy_loss,train/clip_fraction,train/explained_variance,train/learning_rate,train/loss,train/std,train/policy_gradient_loss,train/approx_kl
0.2,1999872,150,92.5,-15.123100357502699,0.1,3.5206554807722568,-2.209961683303118,0.03350982666015625,0.7353192269802094,0.00048033920000000005,1.3144397735595703,0.7279186248779297,-0.0022904172425114665,0.005023166
