#{"t_start": 1778444835.4892066, "env_id": "MujocoUR3PushSimpleEnv"}
r,l,t,is_success
-50.0,50,4.936534,False
-50.0,50,5.740514,False
-50.0,50,6.600222,False
-50.0,50,7.403483,False
-50.0,50,8.211147,False
-50.0,50,9.007021,False
-50.0,50,9.810064,False
-50.0,50,10.619937,False
-50.0,50,11.4174,False
-50.0,50,12.215868,False
-50.0,50,13.018059,False
-50.0,50,13.822502,False
-50.0,50,14.619148,False
-50.0,50,15.425363,False
-50.0,50,16.238644,False
-50.0,50,17.076456,False
-50.0,50,17.906582,False
-50.0,50,18.732931,False
-50.0,50,19.568623,False
-50.0,50,20.393775,False
-50.0,50,21.224494,False
-50.0,50,22.049109,False
-50.0,50,22.860443,False
-50.0,50,23.667292,False
-50.0,50,24.475231,False
-50.0,50,25.325418,False
-50.0,50,26.236441,False
-50.0,50,27.077868,False
-50.0,50,27.969759,False
-50.0,50,28.865986,False
-50.0,50,29.727588,False
-50.0,50,30.65897,False
-50.0,50,31.488173,False
-50.0,50,32.41855,False
-50.0,50,33.357008,False
-50.0,50,34.359904,False
-50.0,50,35.309255,False
-50.0,50,36.20466,False
-50.0,50,37.08749,False
-50.0,50,37.970584,False
-50.0,50,50.25297,False
-50.0,50,51.149047,False
-50.0,50,52.052706,False
-50.0,50,52.939143,False
-50.0,50,53.815538,False
-50.0,50,54.683051,False
-50.0,50,55.564825,False
-50.0,50,56.467414,False
-50.0,50,57.343004,False
-50.0,50,58.23035,False
-50.0,50,98.245551,False
-50.0,50,99.132185,False
-50.0,50,100.023855,False
-50.0,50,100.900182,False
-50.0,50,101.773047,False
-50.0,50,102.63595,False
-50.0,50,103.540047,False
-50.0,50,104.455013,False
-50.0,50,105.354103,False
-50.0,50,106.227797,False
-50.0,50,107.128468,False
-50.0,50,108.010715,False
-50.0,50,108.912995,False
-50.0,50,109.798747,False
-48.0,50,110.721608,False
-50.0,50,111.645662,False
-50.0,50,112.521959,False
-50.0,50,113.408577,False
-50.0,50,114.228741,False
-50.0,50,115.046138,False
-50.0,50,115.865935,False
-50.0,50,116.678071,False
-50.0,50,117.49314,False
-50.0,50,118.316219,False
-50.0,50,119.161277,False
-50.0,50,120.149183,False
-50.0,50,121.12653,False
-50.0,50,122.045037,False
-50.0,50,122.958726,False
-50.0,50,123.900637,False
-50.0,50,124.830913,False
-50.0,50,136.784837,False
-50.0,50,137.674398,False
-50.0,50,138.617321,False
-50.0,50,139.502788,False
-50.0,50,140.402034,False
-50.0,50,141.314101,False
-42.0,50,142.212322,False
-50.0,50,143.102908,False
-50.0,50,144.029803,False
-50.0,50,144.928361,False
-50.0,50,145.821528,False
-50.0,50,146.718804,False
-50.0,50,147.642957,False
-50.0,50,148.562968,False
-50.0,50,149.455417,False
-50.0,50,150.36399,False
-50.0,50,151.259368,False
-50.0,50,152.171743,False
-50.0,50,153.099332,False
-50.0,50,193.591254,False
-50.0,50,194.505561,False
-50.0,50,195.407524,False
-50.0,50,196.341541,False
-50.0,50,197.25383,False
-50.0,50,198.155276,False
-50.0,50,199.045311,False
-50.0,50,199.935462,False
-50.0,50,200.833622,False
-50.0,50,201.721876,False
-50.0,50,202.627044,False
-50.0,50,203.529925,False
