#{"t_start": 1782344800.3018322, "env_id": "None"}
r,l,t
-1.4217952,27,23.956112
-4.7605762,59,45.025261
-6.281207,60,45.532819
-5.6096277,60,45.532819
-6.8891807,61,46.04223
-6.544776,62,46.554847
-8.3751135,84,64.921085
